cleaned_name,cas_number,notes,region
nickel bis(benzenesulfonate),18721-51-2,(EU) 2019/831,EU
nickel(ii) hydrogen citrate,18721-51-2,(EU) 2019/831,EU
"citric acid, ammonium nickel salt",18721-51-2,(EU) 2019/831,EU
"citric acid, nickel salt",18721-51-2,(EU) 2019/831,EU
nickel bis(2-ethylhexanoate),18721-51-2,(EU) 2019/831,EU
"2-ethylhexanoic acid, nickel salt",18721-51-2,(EU) 2019/831,EU
dimethylhexanoic acid nickel salt,18721-51-2,(EU) 2019/831,EU
nickel(ii) isooctanoate,18721-51-2,(EU) 2019/831,EU
nickel isooctanoate,18721-51-2,(EU) 2019/831,EU
nickel bis(isononanoate),18721-51-2,(EU) 2019/831,EU
nickel(ii) neononanoate,18721-51-2,(EU) 2019/831,EU
nickel(ii) isodecanoate,18721-51-2,(EU) 2019/831,EU
nickel(ii) neodecanoate,18721-51-2,(EU) 2019/831,EU
"neodecanoic acid, nickel salt",18721-51-2,(EU) 2019/831,EU
nickel(ii) neoundecanoate,18721-51-2,(EU) 2019/831,EU
"bis(d-gluconato-o1,o2)nickel",18721-51-2,(EU) 2019/831,EU
"nickel 3,5-bis(tert-butyl)-4-hydroxybenzoate (1:2)",18721-51-2,(EU) 2019/831,EU
nickel(ii) palmitate,18721-51-2,(EU) 2019/831,EU
(2-ethylhexanoato-o)(isononanoato-o)nickel,18721-51-2,(EU) 2019/831,EU
(isononanoato-o)(isooctanoato-o)nickel,18721-51-2,(EU) 2019/831,EU
(isooctanoato-o)(neodecanoato-o)nickel,18721-51-2,(EU) 2019/831,EU
(2-ethylhexanoato-o)(isodecanoato-o)nickel,18721-51-2,(EU) 2019/831,EU
(2-ethylhexanoato-o)(neodecanoato-o)nickel,18721-51-2,(EU) 2019/831,EU
(isodecanoato-o)(isooctanoato-o)nickel,18721-51-2,(EU) 2019/831,EU
(isodecanoato-o)(isononanoato-o)nickel,18721-51-2,(EU) 2019/831,EU
(isononanoato-o)(neodecanoato-o)nickel,18721-51-2,(EU) 2019/831,EU
"fatty acids, c6-19-branched, nickel salts",18721-51-2,(EU) 2019/831,EU
"fatty acids, c8-18 and c18-unsaturated, nickel salts",18721-51-2,(EU) 2019/831,EU
"2,7-naphthalenedisulfonic acid, nickel(ii) salt",18721-51-2,(EU) 2019/831,EU
nickel(ii) trifluoroacetate,18283-82-4,(EU) 2019/831,EU
nickel(ii) propionate,18283-82-4,(EU) 2019/831,EU
nickel bis(benzenesulfonate),18283-82-4,(EU) 2019/831,EU
nickel(ii) hydrogen citrate,18283-82-4,(EU) 2019/831,EU
"citric acid, ammonium nickel salt",18283-82-4,(EU) 2019/831,EU
"citric acid, nickel salt",18283-82-4,(EU) 2019/831,EU
nickel bis(2-ethylhexanoate),18283-82-4,(EU) 2019/831,EU
"2-ethylhexanoic acid, nickel salt",18283-82-4,(EU) 2019/831,EU
dimethylhexanoic acid nickel salt,18283-82-4,(EU) 2019/831,EU
nickel(ii) isooctanoate,18283-82-4,(EU) 2019/831,EU
nickel isooctanoate,18283-82-4,(EU) 2019/831,EU
nickel bis(isononanoate),18283-82-4,(EU) 2019/831,EU
nickel(ii) neononanoate,18283-82-4,(EU) 2019/831,EU
nickel(ii) isodecanoate,18283-82-4,(EU) 2019/831,EU
nickel(ii) neodecanoate,18283-82-4,(EU) 2019/831,EU
"neodecanoic acid, nickel salt",18283-82-4,(EU) 2019/831,EU
nickel(ii) neoundecanoate,18283-82-4,(EU) 2019/831,EU
"bis(d-gluconato-o1,o2)nickel",18283-82-4,(EU) 2019/831,EU
"nickel 3,5-bis(tert-butyl)-4-hydroxybenzoate (1:2)",18283-82-4,(EU) 2019/831,EU
nickel(ii) palmitate,18283-82-4,(EU) 2019/831,EU
(2-ethylhexanoato-o)(isononanoato-o)nickel,18283-82-4,(EU) 2019/831,EU
(isononanoato-o)(isooctanoato-o)nickel,18283-82-4,(EU) 2019/831,EU
(isooctanoato-o)(neodecanoato-o)nickel,18283-82-4,(EU) 2019/831,EU
(2-ethylhexanoato-o)(isodecanoato-o)nickel,18283-82-4,(EU) 2019/831,EU
(2-ethylhexanoato-o)(neodecanoato-o)nickel,18283-82-4,(EU) 2019/831,EU
(isodecanoato-o)(isooctanoato-o)nickel,18283-82-4,(EU) 2019/831,EU
(isodecanoato-o)(isononanoato-o)nickel,18283-82-4,(EU) 2019/831,EU
(isononanoato-o)(neodecanoato-o)nickel,18283-82-4,(EU) 2019/831,EU
"fatty acids, c6-19-branched, nickel salts",18283-82-4,(EU) 2019/831,EU
"fatty acids, c8-18 and c18-unsaturated, nickel salts",18283-82-4,(EU) 2019/831,EU
"2,7-naphthalenedisulfonic acid, nickel(ii) salt",18283-82-4,(EU) 2019/831,EU
nickel(ii) trifluoroacetate,22605-92-1,(EU) 2019/831,EU
nickel(ii) propionate,22605-92-1,(EU) 2019/831,EU
nickel bis(benzenesulfonate),22605-92-1,(EU) 2019/831,EU
nickel(ii) hydrogen citrate,22605-92-1,(EU) 2019/831,EU
"citric acid, ammonium nickel salt",22605-92-1,(EU) 2019/831,EU
"citric acid, nickel salt",22605-92-1,(EU) 2019/831,EU
nickel bis(2-ethylhexanoate),22605-92-1,(EU) 2019/831,EU
"2-ethylhexanoic acid, nickel salt",22605-92-1,(EU) 2019/831,EU
dimethylhexanoic acid nickel salt,22605-92-1,(EU) 2019/831,EU
nickel(ii) isooctanoate,22605-92-1,(EU) 2019/831,EU
nickel isooctanoate,22605-92-1,(EU) 2019/831,EU
nickel bis(isononanoate),22605-92-1,(EU) 2019/831,EU
nickel(ii) neononanoate,22605-92-1,(EU) 2019/831,EU
nickel(ii) isodecanoate,22605-92-1,(EU) 2019/831,EU
nickel(ii) neodecanoate,22605-92-1,(EU) 2019/831,EU
"neodecanoic acid, nickel salt",22605-92-1,(EU) 2019/831,EU
nickel(ii) neoundecanoate,22605-92-1,(EU) 2019/831,EU
"bis(d-gluconato-o1,o2)nickel",22605-92-1,(EU) 2019/831,EU
"nickel 3,5-bis(tert-butyl)-4-hydroxybenzoate (1:2)",22605-92-1,(EU) 2019/831,EU
nickel(ii) palmitate,22605-92-1,(EU) 2019/831,EU
(2-ethylhexanoato-o)(isononanoato-o)nickel,22605-92-1,(EU) 2019/831,EU
(isononanoato-o)(isooctanoato-o)nickel,22605-92-1,(EU) 2019/831,EU
(isooctanoato-o)(neodecanoato-o)nickel,22605-92-1,(EU) 2019/831,EU
(2-ethylhexanoato-o)(isodecanoato-o)nickel,22605-92-1,(EU) 2019/831,EU
(2-ethylhexanoato-o)(neodecanoato-o)nickel,22605-92-1,(EU) 2019/831,EU
(isodecanoato-o)(isooctanoato-o)nickel,22605-92-1,(EU) 2019/831,EU
(isodecanoato-o)(isononanoato-o)nickel,22605-92-1,(EU) 2019/831,EU
(isononanoato-o)(neodecanoato-o)nickel,22605-92-1,(EU) 2019/831,EU
"fatty acids, c6-19-branched, nickel salts",22605-92-1,(EU) 2019/831,EU
"fatty acids, c8-18 and c18-unsaturated, nickel salts",22605-92-1,(EU) 2019/831,EU
"2,7-naphthalenedisulfonic acid, nickel(ii) salt",22605-92-1,(EU) 2019/831,EU
nickel(ii) trifluoroacetate,4454-16-4,(EU) 2019/831,EU
nickel(ii) propionate,4454-16-4,(EU) 2019/831,EU
nickel bis(benzenesulfonate),4454-16-4,(EU) 2019/831,EU
nickel(ii) hydrogen citrate,4454-16-4,(EU) 2019/831,EU
"citric acid, ammonium nickel salt",4454-16-4,(EU) 2019/831,EU
"citric acid, nickel salt",4454-16-4,(EU) 2019/831,EU
nickel bis(2-ethylhexanoate),4454-16-4,(EU) 2019/831,EU
"2-ethylhexanoic acid, nickel salt",4454-16-4,(EU) 2019/831,EU
dimethylhexanoic acid nickel salt,4454-16-4,(EU) 2019/831,EU
nickel(ii) isooctanoate,4454-16-4,(EU) 2019/831,EU
nickel isooctanoate,4454-16-4,(EU) 2019/831,EU
nickel bis(isononanoate),4454-16-4,(EU) 2019/831,EU
nickel(ii) neononanoate,4454-16-4,(EU) 2019/831,EU
nickel(ii) isodecanoate,4454-16-4,(EU) 2019/831,EU
nickel(ii) neodecanoate,4454-16-4,(EU) 2019/831,EU
"neodecanoic acid, nickel salt",4454-16-4,(EU) 2019/831,EU
nickel(ii) neoundecanoate,4454-16-4,(EU) 2019/831,EU
"bis(d-gluconato-o1,o2)nickel",4454-16-4,(EU) 2019/831,EU
"nickel 3,5-bis(tert-butyl)-4-hydroxybenzoate (1:2)",4454-16-4,(EU) 2019/831,EU
nickel(ii) palmitate,4454-16-4,(EU) 2019/831,EU
(2-ethylhexanoato-o)(isononanoato-o)nickel,4454-16-4,(EU) 2019/831,EU
(isononanoato-o)(isooctanoato-o)nickel,4454-16-4,(EU) 2019/831,EU
(isooctanoato-o)(neodecanoato-o)nickel,4454-16-4,(EU) 2019/831,EU
(2-ethylhexanoato-o)(isodecanoato-o)nickel,4454-16-4,(EU) 2019/831,EU
(2-ethylhexanoato-o)(neodecanoato-o)nickel,4454-16-4,(EU) 2019/831,EU
(isodecanoato-o)(isooctanoato-o)nickel,4454-16-4,(EU) 2019/831,EU
(isodecanoato-o)(isononanoato-o)nickel,4454-16-4,(EU) 2019/831,EU
(isononanoato-o)(neodecanoato-o)nickel,4454-16-4,(EU) 2019/831,EU
"fatty acids, c6-19-branched, nickel salts",4454-16-4,(EU) 2019/831,EU
"fatty acids, c8-18 and c18-unsaturated, nickel salts",4454-16-4,(EU) 2019/831,EU
"2,7-naphthalenedisulfonic acid, nickel(ii) salt",4454-16-4,(EU) 2019/831,EU
nickel(ii) trifluoroacetate,7580-31-6,(EU) 2019/831,EU
nickel(ii) propionate,7580-31-6,(EU) 2019/831,EU
nickel bis(benzenesulfonate),7580-31-6,(EU) 2019/831,EU
nickel(ii) hydrogen citrate,7580-31-6,(EU) 2019/831,EU
"citric acid, ammonium nickel salt",7580-31-6,(EU) 2019/831,EU
"citric acid, nickel salt",7580-31-6,(EU) 2019/831,EU
nickel bis(2-ethylhexanoate),7580-31-6,(EU) 2019/831,EU
"2-ethylhexanoic acid, nickel salt",7580-31-6,(EU) 2019/831,EU
dimethylhexanoic acid nickel salt,7580-31-6,(EU) 2019/831,EU
nickel(ii) isooctanoate,7580-31-6,(EU) 2019/831,EU
nickel isooctanoate,7580-31-6,(EU) 2019/831,EU
nickel bis(isononanoate),7580-31-6,(EU) 2019/831,EU
nickel(ii) neononanoate,7580-31-6,(EU) 2019/831,EU
nickel(ii) isodecanoate,7580-31-6,(EU) 2019/831,EU
nickel(ii) neodecanoate,7580-31-6,(EU) 2019/831,EU
"neodecanoic acid, nickel salt",7580-31-6,(EU) 2019/831,EU
nickel(ii) neoundecanoate,7580-31-6,(EU) 2019/831,EU
"bis(d-gluconato-o1,o2)nickel",7580-31-6,(EU) 2019/831,EU
"nickel 3,5-bis(tert-butyl)-4-hydroxybenzoate (1:2)",7580-31-6,(EU) 2019/831,EU
nickel(ii) palmitate,7580-31-6,(EU) 2019/831,EU
(2-ethylhexanoato-o)(isononanoato-o)nickel,7580-31-6,(EU) 2019/831,EU
(isononanoato-o)(isooctanoato-o)nickel,7580-31-6,(EU) 2019/831,EU
(isooctanoato-o)(neodecanoato-o)nickel,7580-31-6,(EU) 2019/831,EU
(2-ethylhexanoato-o)(isodecanoato-o)nickel,7580-31-6,(EU) 2019/831,EU
(2-ethylhexanoato-o)(neodecanoato-o)nickel,7580-31-6,(EU) 2019/831,EU
(isodecanoato-o)(isooctanoato-o)nickel,7580-31-6,(EU) 2019/831,EU
(isodecanoato-o)(isononanoato-o)nickel,7580-31-6,(EU) 2019/831,EU
(isononanoato-o)(neodecanoato-o)nickel,7580-31-6,(EU) 2019/831,EU
"fatty acids, c6-19-branched, nickel salts",7580-31-6,(EU) 2019/831,EU
"fatty acids, c8-18 and c18-unsaturated, nickel salts",7580-31-6,(EU) 2019/831,EU
"2,7-naphthalenedisulfonic acid, nickel(ii) salt",7580-31-6,(EU) 2019/831,EU
nickel(ii) trifluoroacetate,93983-68-7,(EU) 2019/831,EU
nickel(ii) propionate,93983-68-7,(EU) 2019/831,EU
nickel bis(benzenesulfonate),93983-68-7,(EU) 2019/831,EU
nickel(ii) hydrogen citrate,93983-68-7,(EU) 2019/831,EU
"citric acid, ammonium nickel salt",93983-68-7,(EU) 2019/831,EU
"citric acid, nickel salt",93983-68-7,(EU) 2019/831,EU
nickel bis(2-ethylhexanoate),93983-68-7,(EU) 2019/831,EU
"2-ethylhexanoic acid, nickel salt",93983-68-7,(EU) 2019/831,EU
dimethylhexanoic acid nickel salt,93983-68-7,(EU) 2019/831,EU
nickel(ii) isooctanoate,93983-68-7,(EU) 2019/831,EU
nickel isooctanoate,93983-68-7,(EU) 2019/831,EU
nickel bis(isononanoate),93983-68-7,(EU) 2019/831,EU
nickel(ii) neononanoate,93983-68-7,(EU) 2019/831,EU
nickel(ii) isodecanoate,93983-68-7,(EU) 2019/831,EU
nickel(ii) neodecanoate,93983-68-7,(EU) 2019/831,EU
"neodecanoic acid, nickel salt",93983-68-7,(EU) 2019/831,EU
nickel(ii) neoundecanoate,93983-68-7,(EU) 2019/831,EU
"bis(d-gluconato-o1,o2)nickel",93983-68-7,(EU) 2019/831,EU
"nickel 3,5-bis(tert-butyl)-4-hydroxybenzoate (1:2)",93983-68-7,(EU) 2019/831,EU
nickel(ii) palmitate,93983-68-7,(EU) 2019/831,EU
(2-ethylhexanoato-o)(isononanoato-o)nickel,93983-68-7,(EU) 2019/831,EU
(isononanoato-o)(isooctanoato-o)nickel,93983-68-7,(EU) 2019/831,EU
(isooctanoato-o)(neodecanoato-o)nickel,93983-68-7,(EU) 2019/831,EU
(2-ethylhexanoato-o)(isodecanoato-o)nickel,93983-68-7,(EU) 2019/831,EU
(2-ethylhexanoato-o)(neodecanoato-o)nickel,93983-68-7,(EU) 2019/831,EU
(isodecanoato-o)(isooctanoato-o)nickel,93983-68-7,(EU) 2019/831,EU
(isodecanoato-o)(isononanoato-o)nickel,93983-68-7,(EU) 2019/831,EU
(isononanoato-o)(neodecanoato-o)nickel,93983-68-7,(EU) 2019/831,EU
"fatty acids, c6-19-branched, nickel salts",93983-68-7,(EU) 2019/831,EU
"fatty acids, c8-18 and c18-unsaturated, nickel salts",93983-68-7,(EU) 2019/831,EU
"2,7-naphthalenedisulfonic acid, nickel(ii) salt",93983-68-7,(EU) 2019/831,EU
nickel(ii) trifluoroacetate,29317-63-3,(EU) 2019/831,EU
nickel(ii) propionate,29317-63-3,(EU) 2019/831,EU
nickel bis(benzenesulfonate),29317-63-3,(EU) 2019/831,EU
nickel(ii) hydrogen citrate,29317-63-3,(EU) 2019/831,EU
"citric acid, ammonium nickel salt",29317-63-3,(EU) 2019/831,EU
"citric acid, nickel salt",29317-63-3,(EU) 2019/831,EU
nickel bis(2-ethylhexanoate),29317-63-3,(EU) 2019/831,EU
"2-ethylhexanoic acid, nickel salt",29317-63-3,(EU) 2019/831,EU
dimethylhexanoic acid nickel salt,29317-63-3,(EU) 2019/831,EU
nickel(ii) isooctanoate,29317-63-3,(EU) 2019/831,EU
nickel isooctanoate,29317-63-3,(EU) 2019/831,EU
nickel bis(isononanoate),29317-63-3,(EU) 2019/831,EU
nickel(ii) neononanoate,29317-63-3,(EU) 2019/831,EU
nickel(ii) isodecanoate,29317-63-3,(EU) 2019/831,EU
nickel(ii) neodecanoate,29317-63-3,(EU) 2019/831,EU
"neodecanoic acid, nickel salt",29317-63-3,(EU) 2019/831,EU
nickel(ii) neoundecanoate,29317-63-3,(EU) 2019/831,EU
"bis(d-gluconato-o1,o2)nickel",29317-63-3,(EU) 2019/831,EU
"nickel 3,5-bis(tert-butyl)-4-hydroxybenzoate (1:2)",29317-63-3,(EU) 2019/831,EU
nickel(ii) palmitate,29317-63-3,(EU) 2019/831,EU
(2-ethylhexanoato-o)(isononanoato-o)nickel,29317-63-3,(EU) 2019/831,EU
(isononanoato-o)(isooctanoato-o)nickel,29317-63-3,(EU) 2019/831,EU
(isooctanoato-o)(neodecanoato-o)nickel,29317-63-3,(EU) 2019/831,EU
(2-ethylhexanoato-o)(isodecanoato-o)nickel,29317-63-3,(EU) 2019/831,EU
(2-ethylhexanoato-o)(neodecanoato-o)nickel,29317-63-3,(EU) 2019/831,EU
(isodecanoato-o)(isooctanoato-o)nickel,29317-63-3,(EU) 2019/831,EU
(isodecanoato-o)(isononanoato-o)nickel,29317-63-3,(EU) 2019/831,EU
(isononanoato-o)(neodecanoato-o)nickel,29317-63-3,(EU) 2019/831,EU
"fatty acids, c6-19-branched, nickel salts",29317-63-3,(EU) 2019/831,EU
"fatty acids, c8-18 and c18-unsaturated, nickel salts",29317-63-3,(EU) 2019/831,EU
"2,7-naphthalenedisulfonic acid, nickel(ii) salt",29317-63-3,(EU) 2019/831,EU
nickel(ii) trifluoroacetate,27637-46-3,(EU) 2019/831,EU
nickel(ii) propionate,27637-46-3,(EU) 2019/831,EU
nickel bis(benzenesulfonate),27637-46-3,(EU) 2019/831,EU
nickel(ii) hydrogen citrate,27637-46-3,(EU) 2019/831,EU
"citric acid, ammonium nickel salt",27637-46-3,(EU) 2019/831,EU
"citric acid, nickel salt",27637-46-3,(EU) 2019/831,EU
nickel bis(2-ethylhexanoate),27637-46-3,(EU) 2019/831,EU
"2-ethylhexanoic acid, nickel salt",27637-46-3,(EU) 2019/831,EU
dimethylhexanoic acid nickel salt,27637-46-3,(EU) 2019/831,EU
nickel(ii) isooctanoate,27637-46-3,(EU) 2019/831,EU
nickel isooctanoate,27637-46-3,(EU) 2019/831,EU
nickel bis(isononanoate),27637-46-3,(EU) 2019/831,EU
nickel(ii) neononanoate,27637-46-3,(EU) 2019/831,EU
nickel(ii) isodecanoate,27637-46-3,(EU) 2019/831,EU
nickel(ii) neodecanoate,27637-46-3,(EU) 2019/831,EU
"neodecanoic acid, nickel salt",27637-46-3,(EU) 2019/831,EU
nickel(ii) neoundecanoate,27637-46-3,(EU) 2019/831,EU
"bis(d-gluconato-o1,o2)nickel",27637-46-3,(EU) 2019/831,EU
"nickel 3,5-bis(tert-butyl)-4-hydroxybenzoate (1:2)",27637-46-3,(EU) 2019/831,EU
nickel(ii) palmitate,27637-46-3,(EU) 2019/831,EU
(2-ethylhexanoato-o)(isononanoato-o)nickel,27637-46-3,(EU) 2019/831,EU
(isononanoato-o)(isooctanoato-o)nickel,27637-46-3,(EU) 2019/831,EU
(isooctanoato-o)(neodecanoato-o)nickel,27637-46-3,(EU) 2019/831,EU
(2-ethylhexanoato-o)(isodecanoato-o)nickel,27637-46-3,(EU) 2019/831,EU
(2-ethylhexanoato-o)(neodecanoato-o)nickel,27637-46-3,(EU) 2019/831,EU
(isodecanoato-o)(isooctanoato-o)nickel,27637-46-3,(EU) 2019/831,EU
(isodecanoato-o)(isononanoato-o)nickel,27637-46-3,(EU) 2019/831,EU
(isononanoato-o)(neodecanoato-o)nickel,27637-46-3,(EU) 2019/831,EU
"fatty acids, c6-19-branched, nickel salts",27637-46-3,(EU) 2019/831,EU
"fatty acids, c8-18 and c18-unsaturated, nickel salts",27637-46-3,(EU) 2019/831,EU
"2,7-naphthalenedisulfonic acid, nickel(ii) salt",27637-46-3,(EU) 2019/831,EU
nickel(ii) trifluoroacetate,84852-37-9,(EU) 2019/831,EU
nickel(ii) propionate,84852-37-9,(EU) 2019/831,EU
nickel bis(benzenesulfonate),84852-37-9,(EU) 2019/831,EU
nickel(ii) hydrogen citrate,84852-37-9,(EU) 2019/831,EU
"citric acid, ammonium nickel salt",84852-37-9,(EU) 2019/831,EU
"citric acid, nickel salt",84852-37-9,(EU) 2019/831,EU
nickel bis(2-ethylhexanoate),84852-37-9,(EU) 2019/831,EU
"2-ethylhexanoic acid, nickel salt",84852-37-9,(EU) 2019/831,EU
dimethylhexanoic acid nickel salt,84852-37-9,(EU) 2019/831,EU
nickel(ii) isooctanoate,84852-37-9,(EU) 2019/831,EU
nickel isooctanoate,84852-37-9,(EU) 2019/831,EU
nickel bis(isononanoate),84852-37-9,(EU) 2019/831,EU
nickel(ii) neononanoate,84852-37-9,(EU) 2019/831,EU
nickel(ii) isodecanoate,84852-37-9,(EU) 2019/831,EU
nickel(ii) neodecanoate,84852-37-9,(EU) 2019/831,EU
"neodecanoic acid, nickel salt",84852-37-9,(EU) 2019/831,EU
nickel(ii) neoundecanoate,84852-37-9,(EU) 2019/831,EU
"bis(d-gluconato-o1,o2)nickel",84852-37-9,(EU) 2019/831,EU
"nickel 3,5-bis(tert-butyl)-4-hydroxybenzoate (1:2)",84852-37-9,(EU) 2019/831,EU
nickel(ii) palmitate,84852-37-9,(EU) 2019/831,EU
(2-ethylhexanoato-o)(isononanoato-o)nickel,84852-37-9,(EU) 2019/831,EU
(isononanoato-o)(isooctanoato-o)nickel,84852-37-9,(EU) 2019/831,EU
(isooctanoato-o)(neodecanoato-o)nickel,84852-37-9,(EU) 2019/831,EU
(2-ethylhexanoato-o)(isodecanoato-o)nickel,84852-37-9,(EU) 2019/831,EU
(2-ethylhexanoato-o)(neodecanoato-o)nickel,84852-37-9,(EU) 2019/831,EU
(isodecanoato-o)(isooctanoato-o)nickel,84852-37-9,(EU) 2019/831,EU
(isodecanoato-o)(isononanoato-o)nickel,84852-37-9,(EU) 2019/831,EU
(isononanoato-o)(neodecanoato-o)nickel,84852-37-9,(EU) 2019/831,EU
"fatty acids, c6-19-branched, nickel salts",84852-37-9,(EU) 2019/831,EU
"fatty acids, c8-18 and c18-unsaturated, nickel salts",84852-37-9,(EU) 2019/831,EU
"2,7-naphthalenedisulfonic acid, nickel(ii) salt",84852-37-9,(EU) 2019/831,EU
nickel(ii) trifluoroacetate,93920-10-6,(EU) 2019/831,EU
nickel(ii) propionate,93920-10-6,(EU) 2019/831,EU
nickel bis(benzenesulfonate),93920-10-6,(EU) 2019/831,EU
nickel(ii) hydrogen citrate,93920-10-6,(EU) 2019/831,EU
"citric acid, ammonium nickel salt",93920-10-6,(EU) 2019/831,EU
"citric acid, nickel salt",93920-10-6,(EU) 2019/831,EU
nickel bis(2-ethylhexanoate),93920-10-6,(EU) 2019/831,EU
"2-ethylhexanoic acid, nickel salt",93920-10-6,(EU) 2019/831,EU
dimethylhexanoic acid nickel salt,93920-10-6,(EU) 2019/831,EU
nickel(ii) isooctanoate,93920-10-6,(EU) 2019/831,EU
nickel isooctanoate,93920-10-6,(EU) 2019/831,EU
nickel bis(isononanoate),93920-10-6,(EU) 2019/831,EU
nickel(ii) neononanoate,93920-10-6,(EU) 2019/831,EU
nickel(ii) isodecanoate,93920-10-6,(EU) 2019/831,EU
nickel(ii) neodecanoate,93920-10-6,(EU) 2019/831,EU
"neodecanoic acid, nickel salt",93920-10-6,(EU) 2019/831,EU
nickel(ii) neoundecanoate,93920-10-6,(EU) 2019/831,EU
"bis(d-gluconato-o1,o2)nickel",93920-10-6,(EU) 2019/831,EU
"nickel 3,5-bis(tert-butyl)-4-hydroxybenzoate (1:2)",93920-10-6,(EU) 2019/831,EU
nickel(ii) palmitate,93920-10-6,(EU) 2019/831,EU
(2-ethylhexanoato-o)(isononanoato-o)nickel,93920-10-6,(EU) 2019/831,EU
(isononanoato-o)(isooctanoato-o)nickel,93920-10-6,(EU) 2019/831,EU
(isooctanoato-o)(neodecanoato-o)nickel,93920-10-6,(EU) 2019/831,EU
(2-ethylhexanoato-o)(isodecanoato-o)nickel,93920-10-6,(EU) 2019/831,EU
(2-ethylhexanoato-o)(neodecanoato-o)nickel,93920-10-6,(EU) 2019/831,EU
(isodecanoato-o)(isooctanoato-o)nickel,93920-10-6,(EU) 2019/831,EU
(isodecanoato-o)(isononanoato-o)nickel,93920-10-6,(EU) 2019/831,EU
(isononanoato-o)(neodecanoato-o)nickel,93920-10-6,(EU) 2019/831,EU
"fatty acids, c6-19-branched, nickel salts",93920-10-6,(EU) 2019/831,EU
"fatty acids, c8-18 and c18-unsaturated, nickel salts",93920-10-6,(EU) 2019/831,EU
"2,7-naphthalenedisulfonic acid, nickel(ii) salt",93920-10-6,(EU) 2019/831,EU
nickel(ii) trifluoroacetate,85508-43-6,(EU) 2019/831,EU
nickel(ii) propionate,85508-43-6,(EU) 2019/831,EU
nickel bis(benzenesulfonate),85508-43-6,(EU) 2019/831,EU
nickel(ii) hydrogen citrate,85508-43-6,(EU) 2019/831,EU
"citric acid, ammonium nickel salt",85508-43-6,(EU) 2019/831,EU
"citric acid, nickel salt",85508-43-6,(EU) 2019/831,EU
nickel bis(2-ethylhexanoate),85508-43-6,(EU) 2019/831,EU
"2-ethylhexanoic acid, nickel salt",85508-43-6,(EU) 2019/831,EU
dimethylhexanoic acid nickel salt,85508-43-6,(EU) 2019/831,EU
nickel(ii) isooctanoate,85508-43-6,(EU) 2019/831,EU
nickel isooctanoate,85508-43-6,(EU) 2019/831,EU
nickel bis(isononanoate),85508-43-6,(EU) 2019/831,EU
nickel(ii) neononanoate,85508-43-6,(EU) 2019/831,EU
nickel(ii) isodecanoate,85508-43-6,(EU) 2019/831,EU
nickel(ii) neodecanoate,85508-43-6,(EU) 2019/831,EU
"neodecanoic acid, nickel salt",85508-43-6,(EU) 2019/831,EU
nickel(ii) neoundecanoate,85508-43-6,(EU) 2019/831,EU
"bis(d-gluconato-o1,o2)nickel",85508-43-6,(EU) 2019/831,EU
"nickel 3,5-bis(tert-butyl)-4-hydroxybenzoate (1:2)",85508-43-6,(EU) 2019/831,EU
nickel(ii) palmitate,85508-43-6,(EU) 2019/831,EU
(2-ethylhexanoato-o)(isononanoato-o)nickel,85508-43-6,(EU) 2019/831,EU
(isononanoato-o)(isooctanoato-o)nickel,85508-43-6,(EU) 2019/831,EU
(isooctanoato-o)(neodecanoato-o)nickel,85508-43-6,(EU) 2019/831,EU
(2-ethylhexanoato-o)(isodecanoato-o)nickel,85508-43-6,(EU) 2019/831,EU
(2-ethylhexanoato-o)(neodecanoato-o)nickel,85508-43-6,(EU) 2019/831,EU
(isodecanoato-o)(isooctanoato-o)nickel,85508-43-6,(EU) 2019/831,EU
(isodecanoato-o)(isononanoato-o)nickel,85508-43-6,(EU) 2019/831,EU
(isononanoato-o)(neodecanoato-o)nickel,85508-43-6,(EU) 2019/831,EU
"fatty acids, c6-19-branched, nickel salts",85508-43-6,(EU) 2019/831,EU
"fatty acids, c8-18 and c18-unsaturated, nickel salts",85508-43-6,(EU) 2019/831,EU
"2,7-naphthalenedisulfonic acid, nickel(ii) salt",85508-43-6,(EU) 2019/831,EU
nickel(ii) trifluoroacetate,85508-44-7,(EU) 2019/831,EU
nickel(ii) propionate,85508-44-7,(EU) 2019/831,EU
nickel bis(benzenesulfonate),85508-44-7,(EU) 2019/831,EU
nickel(ii) hydrogen citrate,85508-44-7,(EU) 2019/831,EU
"citric acid, ammonium nickel salt",85508-44-7,(EU) 2019/831,EU
"citric acid, nickel salt",85508-44-7,(EU) 2019/831,EU
nickel bis(2-ethylhexanoate),85508-44-7,(EU) 2019/831,EU
"2-ethylhexanoic acid, nickel salt",85508-44-7,(EU) 2019/831,EU
dimethylhexanoic acid nickel salt,85508-44-7,(EU) 2019/831,EU
nickel(ii) isooctanoate,85508-44-7,(EU) 2019/831,EU
nickel isooctanoate,85508-44-7,(EU) 2019/831,EU
nickel bis(isononanoate),85508-44-7,(EU) 2019/831,EU
nickel(ii) neononanoate,85508-44-7,(EU) 2019/831,EU
nickel(ii) isodecanoate,85508-44-7,(EU) 2019/831,EU
nickel(ii) neodecanoate,85508-44-7,(EU) 2019/831,EU
"neodecanoic acid, nickel salt",85508-44-7,(EU) 2019/831,EU
nickel(ii) neoundecanoate,85508-44-7,(EU) 2019/831,EU
"bis(d-gluconato-o1,o2)nickel",85508-44-7,(EU) 2019/831,EU
