cleaned_name,cas_number,notes,region
"nickel 3,5-bis(tert-butyl)-4-hydroxybenzoate (1:2)",85508-44-7,(EU) 2019/831,EU
nickel(ii) palmitate,85508-44-7,(EU) 2019/831,EU
(2-ethylhexanoato-o)(isononanoato-o)nickel,85508-44-7,(EU) 2019/831,EU
(isononanoato-o)(isooctanoato-o)nickel,85508-44-7,(EU) 2019/831,EU
(isooctanoato-o)(neodecanoato-o)nickel,85508-44-7,(EU) 2019/831,EU
(2-ethylhexanoato-o)(isodecanoato-o)nickel,85508-44-7,(EU) 2019/831,EU
(2-ethylhexanoato-o)(neodecanoato-o)nickel,85508-44-7,(EU) 2019/831,EU
(isodecanoato-o)(isooctanoato-o)nickel,85508-44-7,(EU) 2019/831,EU
(isodecanoato-o)(isononanoato-o)nickel,85508-44-7,(EU) 2019/831,EU
(isononanoato-o)(neodecanoato-o)nickel,85508-44-7,(EU) 2019/831,EU
"fatty acids, c6-19-branched, nickel salts",85508-44-7,(EU) 2019/831,EU
"fatty acids, c8-18 and c18-unsaturated, nickel salts",85508-44-7,(EU) 2019/831,EU
"2,7-naphthalenedisulfonic acid, nickel(ii) salt",85508-44-7,(EU) 2019/831,EU
nickel(ii) trifluoroacetate,51818-56-5,(EU) 2019/831,EU
nickel(ii) propionate,51818-56-5,(EU) 2019/831,EU
nickel bis(benzenesulfonate),51818-56-5,(EU) 2019/831,EU
nickel(ii) hydrogen citrate,51818-56-5,(EU) 2019/831,EU
"citric acid, ammonium nickel salt",51818-56-5,(EU) 2019/831,EU
"citric acid, nickel salt",51818-56-5,(EU) 2019/831,EU
nickel bis(2-ethylhexanoate),51818-56-5,(EU) 2019/831,EU
"2-ethylhexanoic acid, nickel salt",51818-56-5,(EU) 2019/831,EU
dimethylhexanoic acid nickel salt,51818-56-5,(EU) 2019/831,EU
nickel(ii) isooctanoate,51818-56-5,(EU) 2019/831,EU
nickel isooctanoate,51818-56-5,(EU) 2019/831,EU
nickel bis(isononanoate),51818-56-5,(EU) 2019/831,EU
nickel(ii) neononanoate,51818-56-5,(EU) 2019/831,EU
nickel(ii) isodecanoate,51818-56-5,(EU) 2019/831,EU
nickel(ii) neodecanoate,51818-56-5,(EU) 2019/831,EU
"neodecanoic acid, nickel salt",51818-56-5,(EU) 2019/831,EU
nickel(ii) neoundecanoate,51818-56-5,(EU) 2019/831,EU
"bis(d-gluconato-o1,o2)nickel",51818-56-5,(EU) 2019/831,EU
"nickel 3,5-bis(tert-butyl)-4-hydroxybenzoate (1:2)",51818-56-5,(EU) 2019/831,EU
nickel(ii) palmitate,51818-56-5,(EU) 2019/831,EU
(2-ethylhexanoato-o)(isononanoato-o)nickel,51818-56-5,(EU) 2019/831,EU
(isononanoato-o)(isooctanoato-o)nickel,51818-56-5,(EU) 2019/831,EU
(isooctanoato-o)(neodecanoato-o)nickel,51818-56-5,(EU) 2019/831,EU
(2-ethylhexanoato-o)(isodecanoato-o)nickel,51818-56-5,(EU) 2019/831,EU
(2-ethylhexanoato-o)(neodecanoato-o)nickel,51818-56-5,(EU) 2019/831,EU
(isodecanoato-o)(isooctanoato-o)nickel,51818-56-5,(EU) 2019/831,EU
(isodecanoato-o)(isononanoato-o)nickel,51818-56-5,(EU) 2019/831,EU
(isononanoato-o)(neodecanoato-o)nickel,51818-56-5,(EU) 2019/831,EU
"fatty acids, c6-19-branched, nickel salts",51818-56-5,(EU) 2019/831,EU
"fatty acids, c8-18 and c18-unsaturated, nickel salts",51818-56-5,(EU) 2019/831,EU
"2,7-naphthalenedisulfonic acid, nickel(ii) salt",51818-56-5,(EU) 2019/831,EU
nickel(ii) sulfite,7757-95-1,(EU) 2019/831,EU
nickel tellurium trioxide,7757-95-1,(EU) 2019/831,EU
nickel tellurium tetraoxide,7757-95-1,(EU) 2019/831,EU
molybdenum nickel hydroxide oxide phosphate,7757-95-1,(EU) 2019/831,EU
nickel(ii) sulfite,15851-52-2,(EU) 2019/831,EU
nickel tellurium trioxide,15851-52-2,(EU) 2019/831,EU
nickel tellurium tetraoxide,15851-52-2,(EU) 2019/831,EU
molybdenum nickel hydroxide oxide phosphate,15851-52-2,(EU) 2019/831,EU
nickel(ii) sulfite,15852-21-8,(EU) 2019/831,EU
nickel tellurium trioxide,15852-21-8,(EU) 2019/831,EU
nickel tellurium tetraoxide,15852-21-8,(EU) 2019/831,EU
molybdenum nickel hydroxide oxide phosphate,15852-21-8,(EU) 2019/831,EU
nickel(ii) sulfite,68130-36-9,(EU) 2019/831,EU
nickel tellurium trioxide,68130-36-9,(EU) 2019/831,EU
nickel tellurium tetraoxide,68130-36-9,(EU) 2019/831,EU
molybdenum nickel hydroxide oxide phosphate,68130-36-9,(EU) 2019/831,EU
nickel boride (nib),12007-00-0,(EU) 2019/831,EU
dinickel boride,12007-00-0,(EU) 2019/831,EU
trinickel boride,12007-00-0,(EU) 2019/831,EU
nickel boride,12007-00-0,(EU) 2019/831,EU
dinickel silicide,12007-00-0,(EU) 2019/831,EU
nickel disilicide,12007-00-0,(EU) 2019/831,EU
dinickel phosphide,12007-00-0,(EU) 2019/831,EU
nickel boron phosphide,12007-00-0,(EU) 2019/831,EU
nickel boride (nib),12007-01-1,(EU) 2019/831,EU
dinickel boride,12007-01-1,(EU) 2019/831,EU
trinickel boride,12007-01-1,(EU) 2019/831,EU
nickel boride,12007-01-1,(EU) 2019/831,EU
dinickel silicide,12007-01-1,(EU) 2019/831,EU
nickel disilicide,12007-01-1,(EU) 2019/831,EU
dinickel phosphide,12007-01-1,(EU) 2019/831,EU
nickel boron phosphide,12007-01-1,(EU) 2019/831,EU
nickel boride (nib),12007-02-2,(EU) 2019/831,EU
dinickel boride,12007-02-2,(EU) 2019/831,EU
trinickel boride,12007-02-2,(EU) 2019/831,EU
nickel boride,12007-02-2,(EU) 2019/831,EU
dinickel silicide,12007-02-2,(EU) 2019/831,EU
nickel disilicide,12007-02-2,(EU) 2019/831,EU
dinickel phosphide,12007-02-2,(EU) 2019/831,EU
nickel boron phosphide,12007-02-2,(EU) 2019/831,EU
nickel boride (nib),12619-90-8,(EU) 2019/831,EU
dinickel boride,12619-90-8,(EU) 2019/831,EU
trinickel boride,12619-90-8,(EU) 2019/831,EU
nickel boride,12619-90-8,(EU) 2019/831,EU
dinickel silicide,12619-90-8,(EU) 2019/831,EU
nickel disilicide,12619-90-8,(EU) 2019/831,EU
dinickel phosphide,12619-90-8,(EU) 2019/831,EU
nickel boron phosphide,12619-90-8,(EU) 2019/831,EU
nickel boride (nib),12059-14-2,(EU) 2019/831,EU
dinickel boride,12059-14-2,(EU) 2019/831,EU
trinickel boride,12059-14-2,(EU) 2019/831,EU
nickel boride,12059-14-2,(EU) 2019/831,EU
dinickel silicide,12059-14-2,(EU) 2019/831,EU
nickel disilicide,12059-14-2,(EU) 2019/831,EU
dinickel phosphide,12059-14-2,(EU) 2019/831,EU
nickel boron phosphide,12059-14-2,(EU) 2019/831,EU
nickel boride (nib),12201-89-7,(EU) 2019/831,EU
dinickel boride,12201-89-7,(EU) 2019/831,EU
trinickel boride,12201-89-7,(EU) 2019/831,EU
nickel boride,12201-89-7,(EU) 2019/831,EU
dinickel silicide,12201-89-7,(EU) 2019/831,EU
nickel disilicide,12201-89-7,(EU) 2019/831,EU
dinickel phosphide,12201-89-7,(EU) 2019/831,EU
nickel boron phosphide,12201-89-7,(EU) 2019/831,EU
nickel boride (nib),12035-64-2,(EU) 2019/831,EU
dinickel boride,12035-64-2,(EU) 2019/831,EU
trinickel boride,12035-64-2,(EU) 2019/831,EU
nickel boride,12035-64-2,(EU) 2019/831,EU
dinickel silicide,12035-64-2,(EU) 2019/831,EU
nickel disilicide,12035-64-2,(EU) 2019/831,EU
dinickel phosphide,12035-64-2,(EU) 2019/831,EU
nickel boron phosphide,12035-64-2,(EU) 2019/831,EU
nickel boride (nib),65229-23-4,(EU) 2019/831,EU
dinickel boride,65229-23-4,(EU) 2019/831,EU
trinickel boride,65229-23-4,(EU) 2019/831,EU
nickel boride,65229-23-4,(EU) 2019/831,EU
dinickel silicide,65229-23-4,(EU) 2019/831,EU
nickel disilicide,65229-23-4,(EU) 2019/831,EU
dinickel phosphide,65229-23-4,(EU) 2019/831,EU
nickel boron phosphide,65229-23-4,(EU) 2019/831,EU
dialuminium nickel tetraoxide,12004-35-2,(EU) 2019/831,EU
nickel titanium trioxide,12004-35-2,(EU) 2019/831,EU
nickel titanium oxide,12004-35-2,(EU) 2019/831,EU
nickel divanadium hexaoxide,12004-35-2,(EU) 2019/831,EU
cobalt dimolybdenum nickel octaoxide,12004-35-2,(EU) 2019/831,EU
nickel zirkonium trioxide,12004-35-2,(EU) 2019/831,EU
molybdenum nickel tetraoxide,12004-35-2,(EU) 2019/831,EU
nickel tungsten tetraoxide,12004-35-2,(EU) 2019/831,EU
"olivine, nickel green",12004-35-2,(EU) 2019/831,EU
lithium nickel dioxide,12004-35-2,(EU) 2019/831,EU
molybdenum nickel oxide,12004-35-2,(EU) 2019/831,EU
dialuminium nickel tetraoxide,12035-39-1,(EU) 2019/831,EU
nickel titanium trioxide,12035-39-1,(EU) 2019/831,EU
nickel titanium oxide,12035-39-1,(EU) 2019/831,EU
nickel divanadium hexaoxide,12035-39-1,(EU) 2019/831,EU
cobalt dimolybdenum nickel octaoxide,12035-39-1,(EU) 2019/831,EU
nickel zirkonium trioxide,12035-39-1,(EU) 2019/831,EU
molybdenum nickel tetraoxide,12035-39-1,(EU) 2019/831,EU
nickel tungsten tetraoxide,12035-39-1,(EU) 2019/831,EU
"olivine, nickel green",12035-39-1,(EU) 2019/831,EU
lithium nickel dioxide,12035-39-1,(EU) 2019/831,EU
molybdenum nickel oxide,12035-39-1,(EU) 2019/831,EU
dialuminium nickel tetraoxide,12653-76-8,(EU) 2019/831,EU
nickel titanium trioxide,12653-76-8,(EU) 2019/831,EU
nickel titanium oxide,12653-76-8,(EU) 2019/831,EU
nickel divanadium hexaoxide,12653-76-8,(EU) 2019/831,EU
cobalt dimolybdenum nickel octaoxide,12653-76-8,(EU) 2019/831,EU
nickel zirkonium trioxide,12653-76-8,(EU) 2019/831,EU
molybdenum nickel tetraoxide,12653-76-8,(EU) 2019/831,EU
nickel tungsten tetraoxide,12653-76-8,(EU) 2019/831,EU
"olivine, nickel green",12653-76-8,(EU) 2019/831,EU
lithium nickel dioxide,12653-76-8,(EU) 2019/831,EU
molybdenum nickel oxide,12653-76-8,(EU) 2019/831,EU
dialuminium nickel tetraoxide,52502-12-2,(EU) 2019/831,EU
nickel titanium trioxide,52502-12-2,(EU) 2019/831,EU
nickel titanium oxide,52502-12-2,(EU) 2019/831,EU
nickel divanadium hexaoxide,52502-12-2,(EU) 2019/831,EU
cobalt dimolybdenum nickel octaoxide,52502-12-2,(EU) 2019/831,EU
nickel zirkonium trioxide,52502-12-2,(EU) 2019/831,EU
molybdenum nickel tetraoxide,52502-12-2,(EU) 2019/831,EU
nickel tungsten tetraoxide,52502-12-2,(EU) 2019/831,EU
"olivine, nickel green",52502-12-2,(EU) 2019/831,EU
lithium nickel dioxide,52502-12-2,(EU) 2019/831,EU
molybdenum nickel oxide,52502-12-2,(EU) 2019/831,EU
dialuminium nickel tetraoxide,68016-03-5,(EU) 2019/831,EU
nickel titanium trioxide,68016-03-5,(EU) 2019/831,EU
nickel titanium oxide,68016-03-5,(EU) 2019/831,EU
nickel divanadium hexaoxide,68016-03-5,(EU) 2019/831,EU
cobalt dimolybdenum nickel octaoxide,68016-03-5,(EU) 2019/831,EU
nickel zirkonium trioxide,68016-03-5,(EU) 2019/831,EU
molybdenum nickel tetraoxide,68016-03-5,(EU) 2019/831,EU
nickel tungsten tetraoxide,68016-03-5,(EU) 2019/831,EU
"olivine, nickel green",68016-03-5,(EU) 2019/831,EU
lithium nickel dioxide,68016-03-5,(EU) 2019/831,EU
molybdenum nickel oxide,68016-03-5,(EU) 2019/831,EU
dialuminium nickel tetraoxide,70692-93-2,(EU) 2019/831,EU
nickel titanium trioxide,70692-93-2,(EU) 2019/831,EU
nickel titanium oxide,70692-93-2,(EU) 2019/831,EU
nickel divanadium hexaoxide,70692-93-2,(EU) 2019/831,EU
cobalt dimolybdenum nickel octaoxide,70692-93-2,(EU) 2019/831,EU
nickel zirkonium trioxide,70692-93-2,(EU) 2019/831,EU
molybdenum nickel tetraoxide,70692-93-2,(EU) 2019/831,EU
nickel tungsten tetraoxide,70692-93-2,(EU) 2019/831,EU
"olivine, nickel green",70692-93-2,(EU) 2019/831,EU
lithium nickel dioxide,70692-93-2,(EU) 2019/831,EU
molybdenum nickel oxide,70692-93-2,(EU) 2019/831,EU
dialuminium nickel tetraoxide,14177-55-0,(EU) 2019/831,EU
nickel titanium trioxide,14177-55-0,(EU) 2019/831,EU
nickel titanium oxide,14177-55-0,(EU) 2019/831,EU
nickel divanadium hexaoxide,14177-55-0,(EU) 2019/831,EU
cobalt dimolybdenum nickel octaoxide,14177-55-0,(EU) 2019/831,EU
nickel zirkonium trioxide,14177-55-0,(EU) 2019/831,EU
molybdenum nickel tetraoxide,14177-55-0,(EU) 2019/831,EU
nickel tungsten tetraoxide,14177-55-0,(EU) 2019/831,EU
"olivine, nickel green",14177-55-0,(EU) 2019/831,EU
lithium nickel dioxide,14177-55-0,(EU) 2019/831,EU
molybdenum nickel oxide,14177-55-0,(EU) 2019/831,EU
dialuminium nickel tetraoxide,14177-51-6,(EU) 2019/831,EU
nickel titanium trioxide,14177-51-6,(EU) 2019/831,EU
nickel titanium oxide,14177-51-6,(EU) 2019/831,EU
nickel divanadium hexaoxide,14177-51-6,(EU) 2019/831,EU
cobalt dimolybdenum nickel octaoxide,14177-51-6,(EU) 2019/831,EU
nickel zirkonium trioxide,14177-51-6,(EU) 2019/831,EU
molybdenum nickel tetraoxide,14177-51-6,(EU) 2019/831,EU
nickel tungsten tetraoxide,14177-51-6,(EU) 2019/831,EU
"olivine, nickel green",14177-51-6,(EU) 2019/831,EU
lithium nickel dioxide,14177-51-6,(EU) 2019/831,EU
molybdenum nickel oxide,14177-51-6,(EU) 2019/831,EU
dialuminium nickel tetraoxide,68515-84-4,(EU) 2019/831,EU
nickel titanium trioxide,68515-84-4,(EU) 2019/831,EU
nickel titanium oxide,68515-84-4,(EU) 2019/831,EU
nickel divanadium hexaoxide,68515-84-4,(EU) 2019/831,EU
cobalt dimolybdenum nickel octaoxide,68515-84-4,(EU) 2019/831,EU
nickel zirkonium trioxide,68515-84-4,(EU) 2019/831,EU
molybdenum nickel tetraoxide,68515-84-4,(EU) 2019/831,EU
nickel tungsten tetraoxide,68515-84-4,(EU) 2019/831,EU
"olivine, nickel green",68515-84-4,(EU) 2019/831,EU
lithium nickel dioxide,68515-84-4,(EU) 2019/831,EU
molybdenum nickel oxide,68515-84-4,(EU) 2019/831,EU
dialuminium nickel tetraoxide,12031-65-1,(EU) 2019/831,EU
nickel titanium trioxide,12031-65-1,(EU) 2019/831,EU
nickel titanium oxide,12031-65-1,(EU) 2019/831,EU
nickel divanadium hexaoxide,12031-65-1,(EU) 2019/831,EU
cobalt dimolybdenum nickel octaoxide,12031-65-1,(EU) 2019/831,EU
nickel zirkonium trioxide,12031-65-1,(EU) 2019/831,EU
molybdenum nickel tetraoxide,12031-65-1,(EU) 2019/831,EU
nickel tungsten tetraoxide,12031-65-1,(EU) 2019/831,EU
"olivine, nickel green",12031-65-1,(EU) 2019/831,EU
lithium nickel dioxide,12031-65-1,(EU) 2019/831,EU
molybdenum nickel oxide,12031-65-1,(EU) 2019/831,EU
dialuminium nickel tetraoxide,12673-58-4,(EU) 2019/831,EU
nickel titanium trioxide,12673-58-4,(EU) 2019/831,EU
nickel titanium oxide,12673-58-4,(EU) 2019/831,EU
nickel divanadium hexaoxide,12673-58-4,(EU) 2019/831,EU
cobalt dimolybdenum nickel octaoxide,12673-58-4,(EU) 2019/831,EU
nickel zirkonium trioxide,12673-58-4,(EU) 2019/831,EU
molybdenum nickel tetraoxide,12673-58-4,(EU) 2019/831,EU
nickel tungsten tetraoxide,12673-58-4,(EU) 2019/831,EU
"olivine, nickel green",12673-58-4,(EU) 2019/831,EU
lithium nickel dioxide,12673-58-4,(EU) 2019/831,EU
molybdenum nickel oxide,12673-58-4,(EU) 2019/831,EU
cobalt lithium nickel oxide,,(EU) 2019/831,EU
molybdenum trioxide,1313-27-5,(EU) 2019/831,EU
dibutyltin dichloride,683-18-1,(EU) 2019/831,EU
(dbtc),683-18-1,(EU) 2019/831,EU
"4,4'-bis(n-carbamoyl-4-methylbenzenesulfonamide)diphenylmethane",151882-81-4,(EU) 2019/831,EU
furfuryl alcohol,98-00-0,(EU) 2019/831,EU
"1,2-epoxy-4-epoxyethylcyclohexane",106-87-6,(EU) 2019/831,EU
4-vinylcyclohexene diepoxide,106-87-6,(EU) 2019/831,EU
6-glycidyloxynapht-1-yl oxymethyloxirane,27610-48-6,(EU) 2019/831,EU
2-(2-aminoethylamino)ethanol,111-41-1,(EU) 2019/831,EU
(aeea),111-41-1,(EU) 2019/831,EU
"1,2-diethoxyethane",629-14-1,(EU) 2019/831,EU
"2,3-epoxypropyltrimethylammonium chloride",3033-77-0,(EU) 2019/831,EU
glycidyl trimethylammonium chloride,3033-77-0,(EU) 2019/831,EU
"1-(2-amino-5-chlorophenyl)-2,2,2-trifluoro-1,1-ethanediol, hydrochloride",214353-17-0,(EU) 2019/831,EU
(e)-3-[1-[4-[2-(dimethylamino)ethoxy]phenyl]-2-phenylbut-1-enyl]phenol,82413-20-5,(EU) 2019/831,EU
"4,4'-(1,3-phenylene-bis(1-methylethylidene))bis-phenol",13595-25-0,(EU) 2019/831,EU
2-chloro-6-fluoro-phenol,2040-90-6,(EU) 2019/831,EU
2-methyl-5-tert-butylthiophenol,,(EU) 2019/831,EU
2-butyryl-3-hydroxy-5-thiocyclohexan-3-yl-cyclohex-2-en-1-one,94723-86-1,(EU) 2019/831,EU
profoxydim (iso),139001-49-3,(EU) 2019/831,EU
2-{(ez)-1-[(2rs)-2-(4-chlorophenoxy)propoxyimino]butyl}-3-hydroxy-5-(thian-3-yl)cyclohex-2-en-1-one,139001-49-3,(EU) 2019/831,EU
tepraloxydim (iso),149979-41-9,(EU) 2019/831,EU
(rs)-(ez)-2-{1-[(2e)-3-chloroallyloxyimino]propyl}-3-hydroxy-5-perhydropyran-4-ylcyclohex-2-en-1-one,149979-41-9,(EU) 2019/831,EU
"cyclic 3-(1,2-ethanediylacetale)-estra-5(10),9(11)-diene-3,17-dione",5571-36-8,(EU) 2019/831,EU
"androsta-1,4,9(11)-triene-3,17-dione",15375-21-0,(EU) 2019/831,EU
reaction mass of: ca salicylates (branched c10-14 and c18-30 alkylated),,(EU) 2019/831,EU
ca phenates (branched c10-14 and c18-30 alkylated),,(EU) 2019/831,EU
ca sulfurised phenates (branched c10-14 and c18-30 alkylated),,(EU) 2019/831,EU
"1,2-benzenedicarboxylic acid",71888-89-6,(EU) 2019/831,EU
"di-c6-8-branched alkylesters, c7-rich",71888-89-6,(EU) 2019/831,EU
"reaction mass of: diester of 4,4'-methylenebis[2-(2-hydroxy-5-methylbenzyl)-3,6-dimethylphenol] and 6-diazo-5,6-dihydro-5-oxonaphthalene-1-sulfonic acid (1:2)",,(EU) 2019/831,EU
"triester of 4,4'-methylenebis[2-(2-hydroxy-5-methylbenzyl)-3,6-dimethylphenol] and 6-diazo-5,6-dihydro-5-oxonaphthalene-1-sulfonic acid (1:3)",,(EU) 2019/831,EU
"diammonium 1-hydroxy-2-(4-(4-carboxyphenylazo)-2,5-dimethoxyphenylazo)-7-amino-3-naphthalenesulfonate",150202-11-2,(EU) 2019/831,EU
3-oxoandrost-4-ene-17-ß-carboxylic acid,302-97-6,(EU) 2019/831,EU
(z)-2-methoxymino-2-[2-(tritylamino)thiazol-4-yl]acetic acid,64485-90-1,(EU) 2019/831,EU
trisodium nitrilotriacetate,5064-31-3,(EU) 2019/831,EU
2-ethylhexyl-2-ethylhexanoate,7425-14-1,(EU) 2019/831,EU
diisobutyl phthalate,84-69-5,(EU) 2019/831,EU
perfluorooctane sulfonic acid,1763-23-1,(EU) 2019/831,EU
heptadecafluorooctane-1-sulfonic acid,1763-23-1,(EU) 2019/831,EU
potassium perfluorooctanesulfonate,1763-23-1,(EU) 2019/831,EU
potassium heptadecafluorooctane-1-sulfonate,1763-23-1,(EU) 2019/831,EU
diethanolamine perfluorooctane sulfonate,1763-23-1,(EU) 2019/831,EU
ammonium perfluorooctane sulfonate,1763-23-1,(EU) 2019/831,EU
ammonium heptadecafluorooctanesulfonate,1763-23-1,(EU) 2019/831,EU
lithium perfluorooctane sulfonate,1763-23-1,(EU) 2019/831,EU
lithium heptadecafluorooctanesulfonate,1763-23-1,(EU) 2019/831,EU
perfluorooctane sulfonic acid,2795-39-3,(EU) 2019/831,EU
heptadecafluorooctane-1-sulfonic acid,2795-39-3,(EU) 2019/831,EU
potassium perfluorooctanesulfonate,2795-39-3,(EU) 2019/831,EU
potassium heptadecafluorooctane-1-sulfonate,2795-39-3,(EU) 2019/831,EU
diethanolamine perfluorooctane sulfonate,2795-39-3,(EU) 2019/831,EU
ammonium perfluorooctane sulfonate,2795-39-3,(EU) 2019/831,EU
ammonium heptadecafluorooctanesulfonate,2795-39-3,(EU) 2019/831,EU
lithium perfluorooctane sulfonate,2795-39-3,(EU) 2019/831,EU
lithium heptadecafluorooctanesulfonate,2795-39-3,(EU) 2019/831,EU
perfluorooctane sulfonic acid,70225-14-8,(EU) 2019/831,EU
heptadecafluorooctane-1-sulfonic acid,70225-14-8,(EU) 2019/831,EU
potassium perfluorooctanesulfonate,70225-14-8,(EU) 2019/831,EU
potassium heptadecafluorooctane-1-sulfonate,70225-14-8,(EU) 2019/831,EU
diethanolamine perfluorooctane sulfonate,70225-14-8,(EU) 2019/831,EU
ammonium perfluorooctane sulfonate,70225-14-8,(EU) 2019/831,EU
ammonium heptadecafluorooctanesulfonate,70225-14-8,(EU) 2019/831,EU
lithium perfluorooctane sulfonate,70225-14-8,(EU) 2019/831,EU
lithium heptadecafluorooctanesulfonate,70225-14-8,(EU) 2019/831,EU
perfluorooctane sulfonic acid,29081-56-9,(EU) 2019/831,EU
heptadecafluorooctane-1-sulfonic acid,29081-56-9,(EU) 2019/831,EU
potassium perfluorooctanesulfonate,29081-56-9,(EU) 2019/831,EU
potassium heptadecafluorooctane-1-sulfonate,29081-56-9,(EU) 2019/831,EU
diethanolamine perfluorooctane sulfonate,29081-56-9,(EU) 2019/831,EU
ammonium perfluorooctane sulfonate,29081-56-9,(EU) 2019/831,EU
ammonium heptadecafluorooctanesulfonate,29081-56-9,(EU) 2019/831,EU
lithium perfluorooctane sulfonate,29081-56-9,(EU) 2019/831,EU
lithium heptadecafluorooctanesulfonate,29081-56-9,(EU) 2019/831,EU
perfluorooctane sulfonic acid,29457-72-5,(EU) 2019/831,EU
heptadecafluorooctane-1-sulfonic acid,29457-72-5,(EU) 2019/831,EU
potassium perfluorooctanesulfonate,29457-72-5,(EU) 2019/831,EU
potassium heptadecafluorooctane-1-sulfonate,29457-72-5,(EU) 2019/831,EU
diethanolamine perfluorooctane sulfonate,29457-72-5,(EU) 2019/831,EU
ammonium perfluorooctane sulfonate,29457-72-5,(EU) 2019/831,EU
ammonium heptadecafluorooctanesulfonate,29457-72-5,(EU) 2019/831,EU
lithium perfluorooctane sulfonate,29457-72-5,(EU) 2019/831,EU
lithium heptadecafluorooctanesulfonate,29457-72-5,(EU) 2019/831,EU
"ethyl 1-(2,4-dichlorophenyl)5-(trichloromethyl)-1h-1,2,4-triazole-3-carboxylate",103112-35-2,(EU) 2019/831,EU
1-bromo-2-methylpropyl propionate,158894-67-8,(EU) 2019/831,EU
chloro-1-ethylcyclohexyl carbonate,99464-83-2,(EU) 2019/831,EU
"6,6'-bis(diazo-5,5',6,6'-tetrahydro-5,5'-dioxo)[methylene-bis(5-(6-diazo-5,6-dihydro-5-oxo-1-naphthylsulphonyloxy)-6-methyl-2-phenylene]di(naphthalene-1-sulfonate)",,(EU) 2019/831,EU
trifluralin (iso),1582-09-8,(EU) 2019/831,EU
"a,a,a-trifluoro-2,6-dinitro-n,n-dipropyl-p-toluidine",1582-09-8,(EU) 2019/831,EU
"2,6-dinitro-n,n-dipropyl-4-trifluoromethylaniline",1582-09-8,(EU) 2019/831,EU
"n,n-dipropyl-2,6-dinitro-4-trifluoromethylaniline",1582-09-8,(EU) 2019/831,EU
4-mesyl-2-nitrotoluene,1671-49-4,(EU) 2019/831,EU
"triammonium 4-[4-[7-(4-carboxylatoanilino)-1-hydroxy-3-sulfonato-2-naphthylazo]-2,5-dimethoxyphenylazo]benzoate",221354-37-6,(EU) 2019/831,EU
"reaction mass of: triammonium 6-amino-3-((2,5-diethoxy-4-(3-phosphonophenyl)azo)phenyl)azo-4-hydroxy-2-naphthalenesulfonate",163879-69-4,(EU) 2019/831,EU
"diammonium 3-((4-((7-amino-1-hydroxy-3-sulfo-naphthalen-2-yl)azo)-2,5-diethoxyphenyl)azo)benzoate",163879-69-4,(EU) 2019/831,EU
"n,n'-diacetylbenzidine",613-35-4,(EU) 2019/831,EU
cyclohexylamine,108-91-8,(EU) 2019/831,EU
piperazine,110-85-0,(EU) 2019/831,EU
hydroxylamine,7803-49-8,(EU) 2019/831,EU
hydroxylammonium chloride,5470-11-1,(EU) 2019/831,EU
hydroxylamine hydrochloride,5470-11-1,(EU) 2019/831,EU
bis(hydroxylammonium) sulfate,5470-11-1,(EU) 2019/831,EU
hydroxylamine sulfate (2:1),5470-11-1,(EU) 2019/831,EU
hydroxylammonium chloride,10039-54-0,(EU) 2019/831,EU
hydroxylamine hydrochloride,10039-54-0,(EU) 2019/831,EU
bis(hydroxylammonium) sulfate,10039-54-0,(EU) 2019/831,EU
hydroxylamine sulfate (2:1),10039-54-0,(EU) 2019/831,EU
"diaminotoluene, methyl-phenylenediamine, technical product-reaction mass of [4-methyl-m-phenylenediamine and 2-methyl-m-phenylenediamine]",,(EU) 2019/1966,EU
mepanipyrim,110235-47-7,(EU) 2019/831,EU
4-methyl-n-phenyl-6-(1-propynyl)-2-pyrimidinamine,110235-47-7,(EU) 2019/831,EU
hydroxylammonium hydrogensulfate,10046-00-1,(EU) 2019/831,EU
hydroxylamine sulfate(1:1),10046-00-1,(EU) 2019/831,EU
hydroxylamine phosphate,10046-00-1,(EU) 2019/831,EU
hydroxylamine dihydrogenphosphate,10046-00-1,(EU) 2019/831,EU
hydroxylamine 4-methylbenzenesulfonate,10046-00-1,(EU) 2019/831,EU
hydroxylammonium hydrogensulfate,20845-01-6,(EU) 2019/831,EU
hydroxylamine sulfate(1:1),20845-01-6,(EU) 2019/831,EU
hydroxylamine phosphate,20845-01-6,(EU) 2019/831,EU
hydroxylamine dihydrogenphosphate,20845-01-6,(EU) 2019/831,EU
hydroxylamine 4-methylbenzenesulfonate,20845-01-6,(EU) 2019/831,EU
hydroxylammonium hydrogensulfate,19098-16-9,(EU) 2019/831,EU
hydroxylamine sulfate(1:1),19098-16-9,(EU) 2019/831,EU
hydroxylamine phosphate,19098-16-9,(EU) 2019/831,EU
hydroxylamine dihydrogenphosphate,19098-16-9,(EU) 2019/831,EU
hydroxylamine 4-methylbenzenesulfonate,19098-16-9,(EU) 2019/831,EU
hydroxylammonium hydrogensulfate,53933-48-5,(EU) 2019/831,EU
hydroxylamine sulfate(1:1),53933-48-5,(EU) 2019/831,EU
hydroxylamine phosphate,53933-48-5,(EU) 2019/831,EU
hydroxylamine dihydrogenphosphate,53933-48-5,(EU) 2019/831,EU
hydroxylamine 4-methylbenzenesulfonate,53933-48-5,(EU) 2019/831,EU
(3-chloro-2-hydroxypropyl) trimethylammonium chloride,3327-22-8,(EU) 2019/831,EU
