url,name,cas_number,ec_number
https://incidecoder.com/ingredients/rubus-idaeus-fruit-extract,Rubus Idaeus Fruit Extract,84929-76-0,284-554-0
https://incidecoder.com/ingredients/rumex-acetosa-leaf-extract,Rumex Acetosa Leaf Extract,90106-39-1,290-261-9
https://incidecoder.com/ingredients/ruscus-aculeatus-root-extract,Ruscus Aculeatus Root Extract,84012-38-4,281-682-9
https://incidecoder.com/ingredients/rutin,Rutin,153-18-4,205-814-1
https://incidecoder.com/ingredients/saccharide-isomerate,Saccharide Isomerate,100843-69-4,
https://incidecoder.com/ingredients/saccharomyces-cerevisiae-extract,Saccharomyces Cerevisiae Extract,84604-16-0,283-294-5
https://incidecoder.com/ingredients/saccharomyces-ferment,Saccharomyces Ferment,,
https://incidecoder.com/ingredients/saccharomyces-ferment-filtrate,Saccharomyces Ferment Filtrate,,
https://incidecoder.com/ingredients/saccharomyces-camellia-sinensis-leaf-cladosiphon-okamuranus-rice-ferment-filtrate,Saccharomyces/Camellia Sinensis Leaf/Cladosiphon Okamuranus/Rice Ferment Filtrate,,
https://incidecoder.com/ingredients/saccharum-officinarum-extract,Saccharum Officinarum Extract,91722-22-4,294-424-5
https://incidecoder.com/ingredients/safflower-oil-palm-oil-aminopropanediol-esters,Safflower Oil/Palm Oil Aminopropanediol Esters,,
https://incidecoder.com/ingredients/salicornia-herbacea-extract,Salicornia Herbacea Extract,91845-47-5,295-221-4
https://incidecoder.com/ingredients/salicylic-acid,Salicylic Acid,69-72-7,200-712-3
https://incidecoder.com/ingredients/salix-alba-bark-extract,Salix Alba Bark Extract,84082-82-6,282-029-0
https://incidecoder.com/ingredients/salvia-hispanica-seed-oil,Salvia Hispanica Seed Oil,93384-40-8,297-250-8
https://incidecoder.com/ingredients/sapindus-mukurossi-fruit-extract,Sapindus Mukorossi Fruit Extract,,
https://incidecoder.com/ingredients/sarcodon-aspratus-extract,Sarcodon Aspratus Extract,,
https://incidecoder.com/ingredients/schisandra-sphenanthera-fruit-extract,Schisandra Sphenanthera Fruit Extract,,
https://incidecoder.com/ingredients/sclerocarya-birrea-seed-oil,Sclerocarya Birrea  Seed Oil,,
https://incidecoder.com/ingredients/sclerotium-gum,Sclerotium Gum,39464-87-4,254-464-6
https://incidecoder.com/ingredients/scutellaria-baicalensis-root-extract,Scutellaria Baicalensis Root Extract,94279-99-9,304-845-9
https://incidecoder.com/ingredients/sd-alcohol-40-b,Sd Alcohol 40-B,,
https://incidecoder.com/ingredients/secale-cereale-seed-extract,Secale Cereale Seed Extract,90106-48-2,290-271-3
https://incidecoder.com/ingredients/sericite-m12-nll,Sericite M12 NLL,,
https://incidecoder.com/ingredients/serine,Serine,,
https://incidecoder.com/ingredients/sesamum-indicum-seed-oil,Sesamum Indicum Seed Oil,8008-74-0,232-370-6
https://incidecoder.com/ingredients/sh-decapeptide-7,SH-Decapeptide-7,,
https://incidecoder.com/ingredients/sh-octapeptide-4,SH-Octapeptide-4,,
https://incidecoder.com/ingredients/sh-oligopeptide-1,SH-Oligopeptide-1,,
https://incidecoder.com/ingredients/sh-oligopeptide-2,SH-Oligopeptide-2,,
https://incidecoder.com/ingredients/sh-polypeptide-1,SH-Polypeptide-1,,
https://incidecoder.com/ingredients/sh-polypeptide-11,SH-Polypeptide-11,,
https://incidecoder.com/ingredients/sh-polypeptide-9,SH-Polypeptide-9,,
https://incidecoder.com/ingredients/shea-butter-ethyl-esters,Shea Butter Ethyl Esters,,
https://incidecoder.com/ingredients/silica,Silica,7631-86-9,231-545-4
https://incidecoder.com/ingredients/silica-dimethyl-silylate,Silica Dimethyl Silylate,68611-44-9,271-893-4
https://incidecoder.com/ingredients/silica-silylate,Silica Silylate,,
https://incidecoder.com/ingredients/silybum-marianum-extract,Silybum Marianum Extract,84604-20-6,283-298-7
https://incidecoder.com/ingredients/silybum-marianum-seed-oil,Silybum Marianum Seed Oil,84604-20-6,283-298-7
https://incidecoder.com/ingredients/simethicone,Simethicone,8050-81-5,
https://incidecoder.com/ingredients/simmondsia-chinensis-seed-oil,Simmondsia Chinensis Seed Oil,90045-98-0,289-964-3
https://incidecoder.com/ingredients/snail-egg-extract,Snail Egg Extract,,
https://incidecoder.com/ingredients/snail-secretion-filtrate,Snail Secretion Filtrate,,
https://incidecoder.com/ingredients/sodium-acetylated-hyaluronate,Sodium Acetylated Hyaluronate,,
https://incidecoder.com/ingredients/sodium-acrylate-sodium-acryloyldimethyl-taurate-copolymer,Sodium Acrylate/Sodium Acryloyldimethyl Taurate Copolymer,,
https://incidecoder.com/ingredients/sodium-acrylates-copolymer,Sodium Acrylates Copolymer,,
https://incidecoder.com/ingredients/sodium-acrylates-crosspolymer-2,Sodium Acrylates Crosspolymer-2,,
https://incidecoder.com/ingredients/sodium-acrylates-c10-30-alkyl-acrylate-crosspolymer,Sodium Acrylates/C10-30 Alkyl Acrylate Crosspolymer,,
https://incidecoder.com/ingredients/sodium-ascorbyl-phosphate,Sodium Ascorbyl Phosphate,66170-10-3,425-180-1
https://incidecoder.com/ingredients/sodium-benzoate,Sodium Benzoate,532-32-1,208-534-8
https://incidecoder.com/ingredients/sodium-borate,Sodium Borate,1330-43-4,215-540-4
https://incidecoder.com/ingredients/sodium-butyroyl-hyaluronate,Sodium Butyroyl Hyaluronate,942471-70-7,
https://incidecoder.com/ingredients/sodium-c14-16-olefin-sulfonate,Sodium C14-16 Olefin Sulfonate,68439-57-6,270-407-8
https://incidecoder.com/ingredients/sodium-carbomer,Sodium Carbomer,73298-57-4,
https://incidecoder.com/ingredients/sodium-chloride,Sodium Chloride,7647-14-5,231-598-3
https://incidecoder.com/ingredients/sodium-chondroitin-sulfate,Sodium Chondroitin Sulfate,9007-28-7,232-696-9
https://incidecoder.com/ingredients/sodium-citrate,Sodium Citrate,68-04-2,200-675-3
https://incidecoder.com/ingredients/sodium-cocoamphoacetate,Sodium Cocoamphoacetate,90387-76-1,291-352-6
https://incidecoder.com/ingredients/sodium-cocoyl-glutamate,Sodium Cocoyl Glutamate,68187-32-6,269-087-2
https://incidecoder.com/ingredients/sodium-cocoyl-isethionate,Sodium Cocoyl Isethionate,61789-32-0,263-052-5
https://incidecoder.com/ingredients/sodium-cocoyl-sarcosinate,Sodium Cocoyl Sarcosinate,61791-59-1,263-193-2
https://incidecoder.com/ingredients/sodium-dehydroacetate,Sodium Dehydroacetate,4418-26-2,224-580-1
https://incidecoder.com/ingredients/sodium-gluconate,Sodium Gluconate,527-07-1,208-407-7
https://incidecoder.com/ingredients/sodium-hyaluronate,Sodium Hyaluronate,9067-32-7,
https://incidecoder.com/ingredients/sodium-hyaluronate-crosspolymer,Sodium Hyaluronate Crosspolymer,105524-32-1,
https://incidecoder.com/ingredients/sodium-hydroxide,Sodium Hydroxide,1310-73-2,215-185-5
https://incidecoder.com/ingredients/sodium-lactate,Sodium Lactate,72-17-3,200-772-0
https://incidecoder.com/ingredients/sodium-laureth-sulfate,Sodium Laureth Sulfate,3088-31-1,221-416-0
https://incidecoder.com/ingredients/sodium-lauroamphoacetate,Sodium Lauroamphoacetate,66161-62-4,266-197-2
https://incidecoder.com/ingredients/sodium-lauroyl-glutamate,Sodium Lauroyl Glutamate,29923-31-7,249-958-3
https://incidecoder.com/ingredients/sodium-lauroyl-lactylate,Sodium Lauroyl Lactylate,13557-75-0,236-942-6
https://incidecoder.com/ingredients/sodium-lauroyl-methyl-isethionate,Sodium Lauroyl Methyl Isethionate,,
https://incidecoder.com/ingredients/sodium-lauroyl-sarcosinate,Sodium Lauroyl Sarcosinate,137-16-6,205-281-5
https://incidecoder.com/ingredients/sodium-lauryl-sulfate,Sodium Lauryl Sulfate,151-21-3,205-788-1
https://incidecoder.com/ingredients/sodium-lauryl-sulfoacetate,Sodium Lauryl Sulfoacetate,1847-58-1,217-431-7
https://incidecoder.com/ingredients/sodium-methyl-cocoyl-taurate,Sodium Methyl Cocoyl Taurate,61791-42-2,263-174-9
https://incidecoder.com/ingredients/sodium-methyl-oleoyl-taurate,Sodium Methyl Oleoyl Taurate,137-20-2,205-285-7
https://incidecoder.com/ingredients/sodium-methyl-stearoyl-taurate,Sodium Methyl Stearoyl Taurate,149-39-3,205-738-9
https://incidecoder.com/ingredients/sodium-pca,Sodium PCA,28874-51-3,249-277-1
https://incidecoder.com/ingredients/sodium-phenylbenzimidazole-sulfonate,Sodium Phenylbenzimidazole Sulfonate,5997-53-5,
https://incidecoder.com/ingredients/sodium-phytate,Sodium Phytate,14306-25-3,238-242-6
https://incidecoder.com/ingredients/sodium-polyacrylate,Sodium Polyacrylate,9003-04-7,
https://incidecoder.com/ingredients/sodium-salicylate,Sodium Salicylate,54-21-7,200-198-0
https://incidecoder.com/ingredients/sodium-stearate,Sodium Stearate,822-16-2,212-490-5
https://incidecoder.com/ingredients/sodium-stearoyl-glutamate,Sodium Stearoyl Glutamate,38517-23-6,253-980-9
https://incidecoder.com/ingredients/soluble-collagen,Soluble Collagen,,
https://incidecoder.com/ingredients/solum-fullonum,Solum Fullonum,8031-18-3,310-127-6
https://incidecoder.com/ingredients/sorbeth-30-tetraoleate,Sorbeth-30 Tetraoleate,,
https://incidecoder.com/ingredients/sorbic-acid,Sorbic Acid,110-44-1,203-768-7
https://incidecoder.com/ingredients/sorbitan-caprylate,Sorbitan Caprylate,60177-36-8,262-098-3
https://incidecoder.com/ingredients/sorbitan-isostearate,Sorbitan Isostearate,71902-01-7,276-171-2
https://incidecoder.com/ingredients/sorbitan-laurate,Sorbitan Laurate,1338-39-2,215-663-3
https://incidecoder.com/ingredients/sorbitan-oleate,Sorbitan Oleate,1338-43-8,215-665-4
https://incidecoder.com/ingredients/sorbitan-olivate,Sorbitan Olivate,223706-40-9,
https://incidecoder.com/ingredients/sorbitan-palmitate,Sorbitan Palmitate,26266-57-9,247-568-8
https://incidecoder.com/ingredients/sorbitan-sesquiisostearate,Sorbitan Sesquiisostearate,71812-38-9,
https://incidecoder.com/ingredients/sorbitan-sesquioleate,Sorbitan Sesquioleate,8007-43-0,232-360-1
https://incidecoder.com/ingredients/sorbitan-stearate,Sorbitan Stearate,1338-41-6,215-664-9
https://incidecoder.com/ingredients/sorbitan-trioleate,Sorbitan Trioleate,26266-58-0,247-569-3
https://incidecoder.com/ingredients/sorbitol,Sorbitol,50-70-4,200-061-5
https://incidecoder.com/ingredients/soy-amino-acids,Soy Amino Acids,,
https://incidecoder.com/ingredients/soy-isoflavones,Soy Isoflavones,,
https://incidecoder.com/ingredients/spiraea-ulmaria-extract,Spiraea Ulmaria Extract,84775-57-5,283-886-3
https://incidecoder.com/ingredients/squalane,Squalane,111-01-3,203-825-6
https://incidecoder.com/ingredients/squalene,Squalene,111-02-4,203-826-1
https://incidecoder.com/ingredients/steareth-2,Steareth-2,9005-00-9,500-017-8
https://incidecoder.com/ingredients/steareth-20,Steareth-20,9005-00-9,
https://incidecoder.com/ingredients/steareth-21,Steareth-21,9005-00-9,
https://incidecoder.com/ingredients/stearic-acid,Stearic Acid,,
https://incidecoder.com/ingredients/stearyl-alcohol,Stearyl Alcohol,112-92-5,204-017-6
https://incidecoder.com/ingredients/stearyl-heptanoate,Stearyl Heptanoate,66009-41-4,266-065-4
https://incidecoder.com/ingredients/styrax-benzoin-resin-extract,Styrax Benzoin Resin Extract,84929-79-3,284-557-7
https://incidecoder.com/ingredients/styrax-tonkinensis-resin-extract,Styrax Tonkinensis Resin Extract,9000-72-0,232-556-7
https://incidecoder.com/ingredients/styrene-acrylates-copolymer,Styrene/Acrylates Copolymer,9010-92-8,
https://incidecoder.com/ingredients/sucrose,Sucrose,57-50-1,200-334-9
https://incidecoder.com/ingredients/sucrose-laurate,Sucrose Laurate,25339-99-5,246-873-3
https://incidecoder.com/ingredients/sucrose-palmitate,Sucrose Palmitate,26446-38-8,247-706-7
https://incidecoder.com/ingredients/sucrose-stearate,Sucrose Stearate,25168-73-4,246-705-9
https://incidecoder.com/ingredients/sulfur,Sulfur,7704-34-9,231-722-6
https://incidecoder.com/ingredients/superoxide-dismutase,Superoxide Dismutase,9054-89-1,232-943-0
https://incidecoder.com/ingredients/symphytum-officinale-root-extract,Symphytum Officinale Root Extract,84696-05-9,283-625-3
https://incidecoder.com/ingredients/syntacks,Syntacks,,
https://incidecoder.com/ingredients/synthetic-fluorphlogopite,Synthetic Fluorphlogopite,12003-38-2,234-426-5
https://incidecoder.com/ingredients/t-butyl-alcohol,T-Butyl Alcohol,75-65-0,200-889-7
https://incidecoder.com/ingredients/talc,Talc,14807-96-6,238-877-9
https://incidecoder.com/ingredients/tamarindus-indica-seed-gum,Tamarindus Indica Seed Gum,84961-62-6,284-651-8
https://incidecoder.com/ingredients/tapioca-starch,Tapioca Starch,9005-25-8,232-679-6
https://incidecoder.com/ingredients/taraxacum-officinale-leaf-extract,Taraxacum Officinale Leaf Extract,68990-74-9,273-624-6
https://incidecoder.com/ingredients/tasmannia-lanceolata-fruit-leaf-extract,Tasmannia Lanceolata Fruit/Leaf Extract,,
https://incidecoder.com/ingredients/tea-lactate,Tea-Lactate,20475-12-1,243-846-8
https://incidecoder.com/ingredients/teprenone,Teprenone,6809-52-5,
https://incidecoder.com/ingredients/terephthalylidene-dicamphor-sulfonic-acid,Terephthalylidene Dicamphor Sulfonic Acid,92761-26-7,410-960-6
https://incidecoder.com/ingredients/tetradecyl-aminobutyroylvalylaminobutyric-urea-trifluoroacetate,Tetradecyl Aminobutyroylvalylaminobutyric Urea Trifluoroacetate,934368-60-2,
https://incidecoder.com/ingredients/tetrahexyldecyl-ascorbate,Tetrahexyldecyl Ascorbate,183476-82-6,
https://incidecoder.com/ingredients/tetrahydrobisdemethoxydiferuloylmethane,Tetrahydrobisdemethoxydiferuloylmethane,113482-94-3,
https://incidecoder.com/ingredients/tetrahydrodemethoxydiferuloylmethane,Tetrahydrodemethoxydiferuloylmethane,149579-07-7,
https://incidecoder.com/ingredients/tetrahydrodiferuloylmethane,Tetrahydrodiferuloylmethane,36062-04-1,
https://incidecoder.com/ingredients/tetrapeptide-14,Tetrapeptide-14,,
https://incidecoder.com/ingredients/tetrapeptide-17,Tetrapeptide-17,,
https://incidecoder.com/ingredients/tetrapeptide-21,Tetrapeptide-21,,
https://incidecoder.com/ingredients/tetrapeptide-30,Tetrapeptide-30,,
https://incidecoder.com/ingredients/tetrasodium-edta,Tetrasodium EDTA,64-02-8,200-573-9
https://incidecoder.com/ingredients/tetrasodium-tetracarboxymethyl-naringeninchalcone,Tetrasodium Tetracarboxymethyl Naringeninchalcone,,
https://incidecoder.com/ingredients/theobroma-cacao-seed-butter,Theobroma Cacao Seed Butter,84649-99-0,283-480-6
https://incidecoder.com/ingredients/thioctic-acid,Thioctic Acid,1077-28-7,214-071-2
https://incidecoder.com/ingredients/threonine,Threonine,,
https://incidecoder.com/ingredients/thymus-vulgaris-flower-leaf-oil,Thymus Vulgaris  Flower/Leaf Oil,,
https://incidecoder.com/ingredients/tin-oxide,Tin Oxide,18282-10-5,242-159-0
https://incidecoder.com/ingredients/titanium-dioxide,Titanium Dioxide,13463-67-7,236-675-5
https://incidecoder.com/ingredients/tocopherol,Tocopherol,54-28-4,200-201-5
https://incidecoder.com/ingredients/tocopheryl-acetate,Tocopheryl Acetate,7695-91-2,231-710-0
https://incidecoder.com/ingredients/trehalose,Trehalose,99-20-7,202-739-6
https://incidecoder.com/ingredients/tremella-fuciformis-polysaccharide,Tremella Fuciformis Polysaccharide,,
https://incidecoder.com/ingredients/tremella-fuciformis-sporocarp-extract,Tremella Fuciformis Sporocarp Extract,,
https://incidecoder.com/ingredients/tretinoin,Tretinoin,,
https://incidecoder.com/ingredients/tribehenin,Tribehenin,18641-57-1,242-471-7
https://incidecoder.com/ingredients/tridecyl-stearate,Tridecyl Stearate,31556-45-3,250-696-7
https://incidecoder.com/ingredients/tridecyl-trimellitate,Tridecyl Trimellitate,94109-09-8,302-446-4
https://incidecoder.com/ingredients/triethanolamine,Triethanolamine,102-71-6,203-049-8
https://incidecoder.com/ingredients/triethoxycaprylylsilane,Triethoxycaprylylsilane,2943-75-1,220-941-2
https://incidecoder.com/ingredients/triethoxysilylethyl-polydimethylsiloxyethyl-hexyl-dimethicone,Triethoxysilylethyl Polydimethylsiloxyethyl Hexyl Dimethicone,,
https://incidecoder.com/ingredients/triethylhexanoin,Triethylhexanoin,7360-38-5,230-896-0
https://incidecoder.com/ingredients/trifluoroacetyl-tripeptide-2,Trifluoroacetyl Tripeptide-2,,
https://incidecoder.com/ingredients/triheptanoin,Triheptanoin,620-67-7,210-647-2
https://incidecoder.com/ingredients/trihydroxystearin,Trihydroxystearin,139-44-6,205-364-6
https://incidecoder.com/ingredients/trimethylsiloxysilicate,Trimethylsiloxysilicate,,
https://incidecoder.com/ingredients/triolein,Triolein,122-32-7,204-534-7
https://incidecoder.com/ingredients/tripeptide-1,Tripeptide-1,,
https://incidecoder.com/ingredients/tripeptide-29,Tripeptide-29,,
https://incidecoder.com/ingredients/tris-biphenyl-triazine,Tris-Biphenyl Triazine,31274-51-8,
https://incidecoder.com/ingredients/trisiloxane,Trisiloxane,107-51-7,203-497-4
https://incidecoder.com/ingredients/trisodium-edta,Trisodium EDTA,150-38-9,205-758-8
https://incidecoder.com/ingredients/trisodium-ethylenediamine-disuccinate,Trisodium Ethylenediamine Disuccinate,20846-91-7,
https://incidecoder.com/ingredients/triticum-vulgare-germ-extract,Triticum Vulgare Germ Extract,84012-44-2,281-689-7
https://incidecoder.com/ingredients/tromethamine,Tromethamine,77-86-1,201-064-4
https://incidecoder.com/ingredients/tropolone,Tropolone,533-75-5,208-577-2
https://incidecoder.com/ingredients/tuber-melanosporum-extract,Tuber Melanosporum Extract,85085-76-3,285-398-6
https://incidecoder.com/ingredients/ubiquinone,Ubiquinone,303-98-0,206-147-9
https://incidecoder.com/ingredients/ulmus-davidiana-root-extract,Ulmus Davidiana Root Extract,,
https://incidecoder.com/ingredients/undecylenoyl-phenylalanine,Undecylenoyl Phenylalanine,175357-18-3,
https://incidecoder.com/ingredients/urea,Urea,,
https://incidecoder.com/ingredients/urtica-dioica-leaf-extract,Urtica Dioica Leaf Extract,84012-40-8,281-685-5
https://incidecoder.com/ingredients/usnea-barbata-extract,Usnea Barbata Extract,84696-53-7,283-658-3
https://incidecoder.com/ingredients/vaccinium-macrocarpon-seed-oil,Vaccinium Macrocarpon Seed Oil,91770-88-6,294-875-8
https://incidecoder.com/ingredients/valine,Valine,,
https://incidecoder.com/ingredients/vinegar,Vinegar,8028-52-2,
https://incidecoder.com/ingredients/vinyl-dimethicone-methicone-silsesquioxane-crosspolymer,Vinyl Dimethicone/Methicone Silsesquioxane Crosspolymer,,
https://incidecoder.com/ingredients/vitis-vinifera-extract,Vitis Vinifera Extract,,
https://incidecoder.com/ingredients/vitis-vinifera-fruit-extract,Vitis Vinifera Fruit Extract,85594-37-2,287-896-9
https://incidecoder.com/ingredients/vitis-vinifera-juice-extract,Vitis Vinifera Juice Extract,85594-37-2,287-896-9
https://incidecoder.com/ingredients/vitis-vinifera-seed-extract,Vitis Vinifera Seed Extract,84929-27-1,284-511-6
https://incidecoder.com/ingredients/vitis-vinifera-seed-oil,Vitis Vinifera Seed Oil,85594-37-2,287-896-9
https://incidecoder.com/ingredients/vp-va-copolymer,VP/VA Copolymer,25086-89-9,
https://incidecoder.com/ingredients/water,Water,7732-18-5,231-791-2
https://incidecoder.com/ingredients/wheat-and-oat-sugars,Wheat and Oat Sugars,,
https://incidecoder.com/ingredients/whey-protein,Whey Protein,84082-51-9,
https://incidecoder.com/ingredients/xanthan-gum,Xanthan Gum,11138-66-2,234-394-2
https://incidecoder.com/ingredients/xanthophyll,Xanthophyll,,
https://incidecoder.com/ingredients/xylitol,Xylitol,87-99-0,201-788-0
https://incidecoder.com/ingredients/xylitylglucoside,Xylitylglucoside,,
https://incidecoder.com/ingredients/yeast-extract,Yeast Extract,8013-01-2,232-387-9
https://incidecoder.com/ingredients/zanthoxylum-piperitum-fruit-extract,Zanthoxylum Piperitum Fruit Extract,97404-53-0,306-820-8
https://incidecoder.com/ingredients/zea-mays-starch,Zea Mays Starch,9005-25-8,232-679-6
https://incidecoder.com/ingredients/zinc-gluconate,Zinc Gluconate,4468-02-4,224-736-9
https://incidecoder.com/ingredients/zinc-oxide,Zinc Oxide,1314-13-2,215-222-5
https://incidecoder.com/ingredients/zinc-palmitoyl-nonapeptide-14,Zinc Palmitoyl Nonapeptide-14,,
https://incidecoder.com/ingredients/zinc-pca,Zinc Pca,68107-75-5,268-475-9
https://incidecoder.com/ingredients/zinc-stearate,Zinc Stearate,557-05-1,209-151-9
https://incidecoder.com/ingredients/zingiber-officinale-root-extract,Zingiber Officinale Root Extract,84696-15-1,283-634-2
