ID,CASRN,casregno,UID,EXP,ChemName,DEF,UVCB,FLAG,ACTIVITY
40201,68133-10-8,68133108,,,"Poly[oxy(methyl-1,2-ethanediyl)], .alpha.-hydro-.omega.-hydroxy-, ether with 2-amino-2-(hydroxymethyl)-1,3-propanediol (3:1)",,,XU,INACTIVE
40202,68133-11-9,68133119,,,"Poly(oxy-1,2-ethanediyl), .alpha.-sulfo-.omega.-[(1,1-dimethylpropyl)phenoxy]-, ammonium salt (1:1)",,,XU,INACTIVE
40203,68133-12-0,68133120,,,"1,3-Benzenedicarboxylic acid, polymer with 2-(hydroxymethyl)-2-methyl-1,3-propanediol, 2,2'-oxybis[ethanol] and 2,2,4-trimethyl-1,3-pentanediol",,,XU,INACTIVE
40204,68133-13-1,68133131,,,"Phosphorous acid, diisooctyl 4-octylphenyl ester",,,,INACTIVE
40205,68133-14-2,68133142,,,"Carbamic acid, N-(3-isocyanatomethylphenyl)-, C,C'-[[[(diethoxyphosphinyl)methyl]imino]di-2,1-ethanediyl] ester",,,,INACTIVE
40206,68133-15-3,68133153,,,"Naphthalenedisulfonic acid, sodium salt (1:2), polymer with formaldehyde",,,XU,INACTIVE
40207,68133-17-5,68133175,,,"Naphthalenedisulfonic acid, ammonium salt (1:2), polymer with formaldehyde",,,XU,INACTIVE
40208,68133-18-6,68133186,,,"2-Propenenitrile, polymer with diethenylbenzene and 2-methyl-1,3-butadiene",,,XU,ACTIVE
40209,68133-19-7,68133197,,,"Formaldehyde, polymer with (1,1-dimethylpropyl)phenol and 2-methyloxirane",,,XU,INACTIVE
40210,68133-20-0,68133200,,,"Formaldehyde, polymer with dinonylphenol, 2-methyloxirane and nonylphenol",,,XU,INACTIVE
40211,68133-21-1,68133211,,,"Formaldehyde, polymer with dinonylphenol, 2-methyloxirane, nonylphenol and oxirane",,,XU,ACTIVE
40212,68133-22-2,68133222,,,"Formaldehyde, polymer with 4-(1,1-dimethylethyl)phenol, dinonylphenol, 2-methyloxirane, nonylphenol and oxirane",,,XU,ACTIVE
40213,68133-23-3,68133233,,,"4,11-Triphenodioxazinedisulfonic acid, 6,13-dichloro-3,10-bis[[4-[[4-chloro-6-[(3-phosphonophenyl)amino]-1,3,5-triazin-2-yl]amino]-2,5-disulfophenyl]amino]-, sodium salt (1:6)",,,,INACTIVE
40214,68133-24-4,68133244,,,"2,7-Naphthalenedisulfonic acid, 4-amino-3,6-bis[2-[5-[[4-chloro-6-[(3-sulfophenyl)amino]-1,3,5-triazin-2-yl]amino]-2-sulfophenyl]diazenyl]-5-hydroxy-, sodium salt (1:6)",,,,ACTIVE
40215,68133-25-5,68133255,,,".beta.-Alanine, N-(2-methoxy-5-nitrophenyl)-, 2-methoxyethyl ester",,,,INACTIVE
40216,68133-26-6,68133266,,,".beta.-Alanine, N-(5-amino-2-methoxyphenyl)-, 2-methoxyethyl ester",,,,INACTIVE
40217,68133-27-7,68133277,,,"2-Naphthalenesulfonic acid, 4-hydroxy-3-[2-(4-methoxy-2-sulfophenyl)diazenyl]-6-(methylamino)-",,,,INACTIVE
40218,68133-28-8,68133288,,,"2-Naphthalenesulfonic acid, 6-(acetylmethylamino)-4-hydroxy-3-[2-(3-phosphonophenyl)diazenyl]-, sodium salt (1:1)",,,,INACTIVE
40219,68133-29-9,68133299,,,"1H-Pyrazole-3-carboxylic acid, 4,5-dihydro-5-oxo-4-[2-(3-phosphonophenyl)diazenyl]-1-(4-sulfophenyl)-, sodium salt (1:1)",,,,INACTIVE
40220,68133-30-2,68133302,,,"Benzoic acid, 4-[[4-[[3-[2-[8-amino-7-[2-(2,5-disulfophenyl)diazenyl]-1-hydroxy-3,6-disulfo-2-naphthalenyl]diazenyl]-4-sulfophenyl]amino]-6-chloro-1,3,5-triazin-2-yl]amino]-, sodium salt (1:5)",,,,INACTIVE
40221,68133-31-3,68133313,,,"Benzoic acid, 2-[3-(2,4-dichlorophenyl)-1-ethyl-2-triazenyl]-5-sulfo-, sodium salt (1:2)",,,,INACTIVE
40222,68133-32-4,68133324,,,"Ethanesulfonic acid, 2,2'-[(2,2'-dimethoxy[1,1'-biphenyl]-4,4'-diyl)bis(1-methyl-2-triazene-3,1-diyl)]bis-, sodium salt (1:2)",,,,INACTIVE
40223,68133-33-5,68133335,,,"Ethanesulfonic acid, 2,2'-[(3,3'-dichloro[1,1'-biphenyl]-4,4'-diyl)bis(1-methyl-2-triazene-3,1-diyl)]bis-, sodium salt (1:2)",,,,INACTIVE
40224,68133-34-6,68133346,,,"Octadecanamide, N-[2-(diethylamino)ethyl]-, phosphate (1:1)",,,,INACTIVE
40225,68133-35-7,68133357,,,"Benzoic acid, 2-[2-(6-amino-1-hydroxy-3-sulfo-2-naphthalenyl)diazenyl]-",,,,INACTIVE
40226,68133-36-8,68133368,,,"Octadecanoic acid, (4-ethyl-2-heptadecyl-4,5-dihydro-4-oxazolyl)methyl ester",,,,INACTIVE
40227,68133-37-9,68133379,,,"Glycine, N,N'-1,2-ethanediylbis[N-(carboxymethyl)-, compd. with 2,2'-iminobis[ethanol] (1:1)",,,,ACTIVE
40228,68133-38-0,68133380,,,"Octanamide, N-[2-[[2-[[2-[(2-aminoethyl)amino]ethyl]amino]ethyl]amino]ethyl]-",,,,ACTIVE
40229,68133-39-1,68133391,,,"2-Propanol, 1-chloro-3-[ethyl(3-methylphenyl)amino]-, hydrochloride (1:1)",,,,INACTIVE
40230,68133-40-4,68133404,,,"1,3,6-Naphthalenetrisulfonic acid, 7,7'-[(2,2'-disulfo[1,1'-biphenyl]-4,4'-diyl)bis[imino(6-chloro-1,3,5-triazine-4,2-diyl)imino[2-[(aminocarbonyl)amino]-4,1-phenylene]-2,1-diazenediyl]]bis-, sodium salt (1:8)",,,,ACTIVE
40231,68133-41-5,68133415,,,"2-Naphthalenecarboxamide, 4-[2-(4-chloro-2-methylphenyl)diazenyl]-3-hydroxy-N-(2-methylphenyl)-",,,,ACTIVE
40232,68133-42-6,68133426,,,"2-Naphthalenecarboxamide, N-(2,5-dichlorophenyl)-3-hydroxy-4-[2-[2-methoxy-5-[(phenylamino)carbonyl]phenyl]diazenyl]-",,,,INACTIVE
40233,68133-43-7,68133437,,,"Ethanol, 2-butoxy-, 1-(dihydrogen phosphate), potassium salt (1:2)",,,,ACTIVE
40234,68133-44-8,68133448,,,"2-Propenoic acid, polymer with 2-ethylhexyl 2-propenoate, ethyl 2-propenoate and N-(hydroxymethyl)-2-propenamide",,,XU,ACTIVE
40235,68133-45-9,68133459,,,"2-Propenoic acid, 2-methyl-, methyl ester, polymer with 2-ethylhexyl 2-propenoate, ethyl 2-propenoate, N-(hydroxymethyl)-2-propenamide, 2-propenenitrile and 2-propenoic acid",,,XU,INACTIVE
40236,68133-46-0,68133460,,,"Hexanedioic acid, polymer with ethenylbenzene, 2,5-furandione, 1,3-isobenzofurandione and 2,2'-oxybis[ethanol]",,,XU,INACTIVE
40237,68133-47-1,68133471,,,"1,3-Propanediol, 2-amino-2-(hydroxymethyl)-, polymer with 2-methyloxirane and oxirane",,,XU,ACTIVE
40238,68133-48-2,68133482,,,"1,4-Benzenedicarboxylic acid, polymer with 1,3-benzenedicarboxylic acid, 1,4-butanediol, 1,4-cyclohexanedimethanol and 1,4-dimethyl 1,4-cyclohexanedicarboxylate",,,XU,INACTIVE
40239,68133-49-3,68133493,,,"Oxirane, 2-methyl-, polymer with oxirane, ether with 2-ethyl-2-(hydroxymethyl)-1,3-propanediol (3:1), polymer with 1,1'-methylenebis[4-isocyanatobenzene]",,,XU,ACTIVE
40240,68133-50-6,68133506,,,"1,3-Benzenedicarboxylic acid, polymer with 1,4-butanediol, 1,2-ethanediol, hexahydro-1,3-isobenzofurandione and nonanedioic acid",,,XU,INACTIVE
40241,68133-51-7,68133517,,,"1,3-Benzenedicarboxylic acid, polymer with 1,4-benzenedicarboxylic acid, 1,4-butanediol and hexahydro-1,3-isobenzofurandione",,,XU,ACTIVE
40242,68133-52-8,68133528,,,"1,3-Benzenedicarboxylic acid, polymer with 1,4-butanediol, decanedioic acid, 1,4-dimethyl 1,4-benzenedicarboxylate and hexahydro-1,3-isobenzofurandione",,,XU,INACTIVE
40243,68133-53-9,68133539,,,"1,4-Benzenedicarboxylic acid, polymer with 1,2-ethanediol, nonanedioic acid and 2-oxepanone",,,XU,INACTIVE
40244,68133-54-0,68133540,,,"1,4-Benzenedicarboxylic acid, polymer with 1,4-butanediol, nonanedioic acid and 2-oxepanone",,,XU,INACTIVE
40245,68133-55-1,68133551,,,"1,3-Benzenedicarboxylic acid, polymer with 1,4-dimethyl 1,4-benzenedicarboxylate, 1,2-ethanediol and 1,6-hexanediol",,,XU,ACTIVE
40246,68133-56-2,68133562,,,"Cyclohexanemethanamine, 3-amino-1,5,5-trimethyl-, 4-methylbenzenesulfonate (1:?)",,,,INACTIVE
40247,68133-57-3,68133573,,,"1,2-Ethanediamine, N1-(2-aminoethyl)-, 4-methylbenzenesulfonate (1:?)",,,,INACTIVE
40248,68133-58-4,68133584,,,"Octadecanoic acid, compd. with 2-amino-2-methyl-1-propanol (1:1)",,,,ACTIVE
40249,68133-59-5,68133595,,,"Platinum, [2-(amino-.kappa.N)ethanolato(2-)-.kappa.O]-",,,,INACTIVE
40250,68133-60-8,68133608,,,"Pyridinium, 3-carboxy-1-(phenylmethyl)-, chloride, sodium salt (1:1:1)",,,,ACTIVE
40251,68133-61-9,68133619,,,"3-Thiazolidineacetic acid, 5-[2-(3-ethyl-5,6-dimethyl-2(3H)-benzoxazolylidene)ethylidene]-4-oxo-2-thioxo-",,,,INACTIVE
40252,68133-62-0,68133620,,,"9-Octadecenoic acid (9Z)-, compd. with 2-(ethylamino)ethanol (1:1)",,,,INACTIVE
40253,68133-63-1,68133631,,,"1,3-Isobenzofurandione, polymer with 2,2-dimethyl-1,3-propanediol, ethenylbenzene, 2,5-furandione and 1,2-propanediol",,,XU,INACTIVE
40254,68133-64-2,68133642,,,"1,3-Isobenzofurandione, polymer with 2,2-bis(hydroxymethyl)-1,3-propanediol, 1,2-ethanediol, 2,5-furandione and oxybis[propanol]",,,XU,INACTIVE
40255,68133-65-3,68133653,,,"1,3-Isobenzofurandione, 4,5,6,7-tetrachloro-, polymer with 1,2-ethanediol, ethenylbenzene and 2,5-furandione",,,XU,INACTIVE
40256,68133-66-4,68133664,,,"1,3-Isobenzofurandione, polymer with 1,2-propanediol and 1,2,3-propanetriol",,,XU,ACTIVE
40257,68133-67-5,68133675,,,"2-Propenoic acid, 2-methyl-, polymer with butyl 2-propenoate, 1,1-dichloroethene and N-(hydroxymethyl)-2-propenamide",,,XU,ACTIVE
40258,68133-68-6,68133686,,,"Butanedioic acid, 2-sulfo-, 1-(2-ethylhexyl) 4-hexyl ester, sodium salt (1:1)",,,,INACTIVE
40259,68133-69-7,68133697,,,"Propanenitrile, 3-[[2-(acetyloxy)ethyl][4-[2-(6-nitro-2-benzothiazolyl)diazenyl]phenyl]amino]-",,,,ACTIVE
40260,68133-70-0,68133700,,,"9,10-Anthracenedione, 1,5-dihydroxy-4-[(2-hydroxyethyl)amino]-8-(phenylamino)-",,,,INACTIVE
40261,68133-71-1,68133711,,,"Butanedioic acid, 2-sulfo-, 1-tridecyl ester, sodium salt (1:2)",,,,INACTIVE
40262,68133-72-2,68133722,,,"Acetaldehyde, [(3Z)-3-hexen-1-yloxy]-",,,,ACTIVE
40263,68133-73-3,68133733,,,"2,6-Octadienoic acid, 3,7-dimethyl-, 3-methylbutyl ester, (2E)-",,,,ACTIVE
40264,68133-74-4,68133744,,,"Cyclopentanone, 2-(3-hexen-1-yl)-",,,,ACTIVE
40265,68133-75-5,68133755,,,"2-Propenoic acid, 3-phenyl-, (3Z)-3-hexen-1-yl ester",,,,ACTIVE
40266,68133-76-6,68133766,,,"Propanoic acid, 2-oxo-, (3Z)-3-hexen-1-yl ester",,,,ACTIVE
40267,68133-77-7,68133777,,,"Benzoic acid, 2-hydroxy-, (2E)-2-hexen-1-yl ester",,,,ACTIVE
40268,68133-78-8,68133788,,,"Benzeneacetic acid, (2E)-2-hexen-1-yl ester",,,,ACTIVE
40269,68133-79-9,68133799,,,"Cyclopentanone, 2-(3,7-dimethyl-2,6-octadien-1-yl)-",,,,ACTIVE
40270,68133-80-2,68133802,,,"4-Decene, 1,1-dimethoxy-, (4Z)-",,,,INACTIVE
40271,68133-81-3,68133813,,,"Cuprate(5-), [2-[2-[4-chloro-6-[(2-methyl-5-sulfophenyl)amino]-1,3,5-triazin-2-yl]amino]-6-[2-[4-[(2,5-disulfophenyl)diazenyl]-2-(hydroxy-.kappa.O)-5-methylphenyl]diazenyl-.kappa.N1]-5-(hydroxy-.kappa.O)-1,7-naphthalenedisulfonato(7-)]-, sodium (1:5)",,,,INACTIVE
40272,68133-82-4,68133824,,,"Chromate(2-), bis[2-[2-[6-amino-1-(hydroxy-.kappa.O)-3-sulfo-2-naphthalenyl]diazenyl-.kappa.N1]benzoato(3-)-.kappa.O]-, hydrogen (1:2)",,,,INACTIVE
40273,68133-83-5,68133835,,,"Ruthenium, triiodonitrosyl-",,,,INACTIVE
40274,68133-84-6,68133846,,,"Nickel, [2-(2-amino-2-oxoethoxy-.kappa.O)acetato(2-)-.kappa.O]-",,,,INACTIVE
40275,68133-85-7,68133857,,,"Cobalt, [2-(2-amino-2-oxoethoxy-.kappa.O)acetato(2-)-.kappa.O]-",,,,INACTIVE
40276,68133-86-8,68133868,,,"Aurate(4-), pentakis(cyano-.kappa.C)-, sodium (1:4)",,,,INACTIVE
40277,68133-87-9,68133879,,,"Aurate(4-), pentakis(cyano-.kappa.C)-, potassium (1:4)",,,,INACTIVE
40278,68133-88-0,68133880,,,"Ruthenate(2-), pentachloro-, ammonium (1:2)",,,,INACTIVE
40279,68133-89-1,68133891,,,"Platinum(4+), tris(1,2-ethanediamine-.kappa.N1,.kappa.N2)-, (OC-6-11)-, nitrate (1:4)",,,,INACTIVE
40280,68133-90-4,68133904,,,"Platinate (Pt(OH)62-), (OC-6-11)-, hydrogen, compd. with 2-aminoethanol (1:2:2)",,,,ACTIVE
40281,68133-91-5,68133915,,,"Methanaminium, N,N,N-trimethyl-, (OC-6-11)-hexahydroxyplatinate(2-) (2:1)",,,,INACTIVE
40282,68133-92-6,68133926,,,"Nonanedioic acid, polymer with 1,6-hexanediamine and hexanedioic acid",,,XU,INACTIVE
40283,68133-93-7,68133937,,,"Piperidine, 1,1'-methylenebis-, polymer with carbon disulfide",,,XU,INACTIVE
40284,68133-94-8,68133948,,,"Hexanedioic acid, polymer with 1,3-diisocyanatomethylbenzene, 2-hydroxyethyl 2-propenoate and 1,2-propanediol",,,XU,INACTIVE
40285,68133-95-9,68133959,,,"Hexanedioic acid, polymer with 1,3-diisocyanatomethylbenzene, 1,6-hexanediol and 2,2'-oxybis[ethanol]",,,XU,INACTIVE
40286,68133-96-0,68133960,,,"Propanoic acid, 3-hydroxy-2,2-dimethyl-, 3-hydroxy-2,2-dimethylpropyl ester, polymer with 1,3-diisocyanatomethylbenzene, 2-ethyl-2-(hydroxymethyl)-1,3-propanediol and .alpha.-hydro-.omega.-hydroxypoly[oxy(methyl-1,2-ethanediyl)]",,,XU,INACTIVE
40287,68133-97-1,68133971,,,"Benzoxazolium, 3-(2-carboxyethyl)-2-[3-[3-(2-carboxyethyl)-2(3H)-benzoxazolylidene]-1-propen-1-yl]-, inner salt",,,,INACTIVE
40288,68133-98-2,68133982,,,"Benzenemethanamine, 4-nitro-N-propyl-, hydrochloride (1:1)",,,,INACTIVE
40289,68133-99-3,68133993,,,"Hexanedioic acid, polymer with 2,2-bis(hydroxymethyl)-1,3-propanediol, 2-ethyl-2-(hydroxymethyl)-1,3-propanediol and .alpha.-hydro-.omega.-hydroxypoly(oxy-1,2-ethanediyl)",,,XU,INACTIVE
40290,68134-00-9,68134009,,,"Decanedioic acid, polymer with 1,2-ethanediamine, 1,6-hexanediamine and (9Z,12Z)-9,12-octadecadienoic acid dimer",,,XU,ACTIVE
40291,68134-01-0,68134010,,,"1,2,3-Propanetricarboxylic acid, 2-hydroxy-, ammonium zinc salt (1:?:?)",,,,ACTIVE
40292,68134-02-1,68134021,,,"9-Octadecenoic acid, 12-hydroxy-, (9Z,12R)-, compd. with morpholine (1:1)",,,,INACTIVE
40293,68134-03-2,68134032,,,"Imidodicarbonimidic diamide, N,N'-bis(hydroxymethyl)-, hydrochloride (1:1)",,,,INACTIVE
40294,68134-04-3,68134043,,,"1,4-Benzenedisulfonic acid, 2,2'-[1,2-ethenediylbis[(3-sulfo-4,1-phenylene)imino[6-[(3-amino-3-oxopropyl)(phenylmethyl)amino]-1,3,5-triazine-4,2-diyl]imino]]bis-, sodium salt (1:6)",,,,INACTIVE
40295,68134-05-4,68134054,,,"9-Octadecenoic acid (9Z)-, 2-ethoxyethyl ester",,,,INACTIVE
40296,68134-06-5,68134065,,,"Oxirane, 2-[(1,3-dimethylbutoxy)methyl]-",,,TP,INACTIVE
40297,68134-07-6,68134076,,,"Oxirane, 2-[[(6-methylheptyl)oxy]methyl]-",,,TP,INACTIVE
40298,68134-08-7,68134087,,,"Benzenesulfonic acid, 2,2'-(1,2-ethenediyl)bis[5-[[4-[(2-hydroxypropyl)amino]-6-(phenylamino)-1,3,5-triazin-2-yl]amino]-",,,,INACTIVE
40299,68134-09-8,68134098,,,"Ethanaminium, 2-hydroxy-N,N-dimethyl-N-[2-[(1-oxooctadecyl)amino]ethyl]-, methyl sulfate (1:1)",,,,INACTIVE
40300,68134-11-2,68134112,,,"Ethanaminium, 2-hydroxy-N,N-dimethyl-N-[2-[(1-oxo-9-octadecen-1-yl)amino]ethyl]-, methyl sulfate (1:1)",,,,INACTIVE
40301,68134-12-3,68134123,,,"Octadecanamide, N,N',N'',N'''-[carbonylbis(nitrilodi-2,1-ethanediyl)]tetrakis-, acetate (1:2)",,,,ACTIVE
40302,68134-13-4,68134134,,,"Octadecanamide, N-[2-[(2-hydroxyethyl)amino]ethyl]-, phosphate (1:1)",,,,INACTIVE
40303,68134-14-5,68134145,,,"1H-Imidazole-1-ethanol, 2-heptadecyl-4,5-dihydro-, phosphate (1:1)",,,,INACTIVE
40304,68134-15-6,68134156,,,"1-Propanesulfonic acid, 2-hydroxy-3-[(2-hydroxyethyl)[2-[(1-oxo-9-octadecen-1-yl)amino]ethyl]amino]-, sodium salt (1:1)",,,,ACTIVE
40305,68134-16-7,68134167,,,"2,7-Naphthalenedisulfonic acid, 5-(acetylamino)-4-hydroxy-3-[2-[4-[[2-(sulfooxy)ethyl]sulfonyl]phenyl]diazenyl]-",,,,INACTIVE
40306,68134-17-8,68134178,,,"Octadecanamide, N-methyl-N-phenyl-9-(sulfooxy)-, sodium salt (1:1)",,,,INACTIVE
40307,68134-18-9,68134189,,,"2,7-Naphthalenedisulfonic acid, 5-[2-[3-[2-[3-[4,5-dihydro-3-methyl-5-oxo-4-[2-(4-sulfophenyl)diazenyl]-1H-pyrazol-1-yl]phenyl]diazenyl]-2,4-dihydroxyphenyl]diazenyl]-4-hydroxy-3-(2-phenyldiazenyl)-",,,,INACTIVE
40308,68134-19-0,68134190,,,"Benzenesulfonic acid, 2-[[4-[2-[2-hydroxy-5-[(4-nitro-2-sulfophenyl)amino]phenyl]diazenyl]phenyl]amino]-5-nitro-",,,,INACTIVE
40309,68134-20-3,68134203,,,"2,7-Naphthalenedisulfonic acid, 4-amino-6-[2-(2-chloro-4-nitrophenyl)diazenyl]-5-hydroxy-3-[2-[2-hydroxy-4-[[3-hydroxy-4-[2-[4-[(4-nitro-2-sulfophenyl)amino]phenyl]diazenyl]phenyl]amino]phenyl]diazenyl]-",,,,INACTIVE
40310,68134-21-4,68134214,,,"2,7-Naphthalenedisulfonic acid, 4-hydroxy-5-[2-[2-hydroxy-4-[[3-hydroxy-4-[2-[4-[(4-nitro-2-sulfophenyl)amino]phenyl]diazenyl]phenyl]amino]phenyl]diazenyl]-3-[2-(4-methoxyphenyl)diazenyl]-",,,,INACTIVE
40311,68134-22-5,68134225,,,"Butanamide, N-(2,3-dihydro-2-oxo-1H-benzimidazol-5-yl)-3-oxo-2-[2-[2-(trifluoromethyl)phenyl]diazenyl]-",,,,ACTIVE
40312,68134-23-6,68134236,,,"Cyclohexanepropanoic acid, 2-oxo-, butyl ester",,,,INACTIVE
40313,68134-24-7,68134247,,,"Butane, 1-[2-(1,1-dimethylethoxy)ethoxy]-",,,,INACTIVE
40314,68134-25-8,68134258,,,"Phenol, 2-amino-3,4-dimethyl-",,,,INACTIVE
40315,68134-27-0,68134270,,,"Octadecanoic acid, 2-(2-heptadecyl-4,5-dihydro-1H-imidazol-1-yl)ethyl ester, acetate (1:1)",,,,ACTIVE
40316,68134-28-1,68134281,,,"Phosphonic acid, P-octyl-, monoethyl ester, potassium salt (1:1)",,,,ACTIVE
40317,68134-30-5,68134305,,,"Hexanoic acid, 6-[(hydroxymethyl)(phenylsulfonyl)amino]-, compd. with 2,2',2''-nitrilotris[ethanol] (1:1)",,,,INACTIVE
40318,68134-31-6,68134316,,,"L-glycero-L-ido-Heptonic acid, cyclic 5,6-ester with boric acid (H3BO3), sodium salt (1:2)",,,,INACTIVE
40319,68134-32-7,68134327,,,"Benz[cd]indolium, 1-(2-cyanoethyl)-2-[4-[(2-ethoxyethyl)ethylamino]phenyl]-, chloride (1:1)",,,,INACTIVE
40320,68134-33-8,68134338,,,"Benzothiazolium, 2-[2-[4-(diethylamino)phenyl]diazenyl]-6-ethoxy-3-ethyl-, chloride (1:1)",,,,INACTIVE
40321,68134-34-9,68134349,,,"Phenazinium, 3-[[4-[(2-cyanoethyl)ethylamino]phenyl]azo]-7-(diethylamino)-5-phenyl-, chloride (1:1)",,,,INACTIVE
40322,68134-35-0,68134350,,,"3H-Indolium, 1,3,3-trimethyl-2-[1-(2-methyl-2-phenylhydrazinylidene)ethyl]-, chloride (1:1)",,,,INACTIVE
40323,68134-36-1,68134361,,,"3H-Indolium, 5-chloro-2-[2-[4-[(2-hydroxyethyl)methylamino]phenyl]ethenyl]-1,3,3-trimethyl-, chloride (1:1)",,,,INACTIVE
40324,68134-37-2,68134372,,,"3H-Indolium, 1,3,3-trimethyl-2-[[2-methyl-2-(4-phenoxyphenyl)hydrazinylidene]methyl]-, chloride (1:1)",,,,INACTIVE
40325,68134-38-3,68134383,,,"3H-Indolium, 1,3,3-trimethyl-2-[[2-methyl-2-(4-methylphenyl)hydrazinylidene]methyl]-, chloride (1:1)",,,,ACTIVE
40326,68134-39-4,68134394,,,"Propanamide, N-[2-[2-(2-cyano-6-iodo-4-nitrophenyl)diazenyl]-5-(dimethylamino)phenyl]-",,,,INACTIVE
40327,68134-40-7,68134407,,,".beta.-Alanine, N-[3-(acetylamino)-4-[2-(2-chloro-4-nitrophenyl)diazenyl]phenyl]-N-(3-ethoxy-3-oxopropyl)-, ethyl ester",,,,INACTIVE
40328,68134-41-8,68134418,,,"1,2,4,5-Benzenetetracarboxylic acid, polymer with 1,3-benzenedicarboxylic acid, 2,2'-oxybis[ethanol] and sodium 5-sulfo-1,3-benzenedicarboxylate (1:1)",,,XU,INACTIVE
40329,68134-42-9,68134429,,,"Formaldehyde, polymer with 2-amino-2-(hydroxymethyl)-1,3-propanediol",,,XU,INACTIVE
40330,68134-43-0,68134430,,,"1,3-Benzenedicarboxylic acid, polymer with 5-amino-1,3,3-trimethylcyclohexanemethanamine, hexanedioic acid, 1,6-hexanediol and 5-isocyanato-1-(isocyanatomethyl)-1,3,3-trimethylcyclohexane",,,XU,INACTIVE
40331,68134-44-1,68134441,,,"Hexanedioic acid, polymer with 5-amino-1,3,3-trimethylcyclohexanemethanamine, 5-isocyanato-1-(isocyanatomethyl)-1,3,3-trimethylcyclohexane and 1,2-propanediol",,,XU,ACTIVE
40332,68134-45-2,68134452,,,"2-Butenedioic acid (2E)-, polymer with formaldehyde and phenol",,,XU,INACTIVE
40333,68134-46-3,68134463,,,"1,2,4,5-Benzenetetracarboxylic acid, polymer with 1,4-benzenedicarboxylic acid, 1,2-ethanediol, 2-ethyl-2-(hydroxymethyl)-1,3-propanediol and 1,6-hexanediol",,,XU,INACTIVE
40334,68134-47-4,68134474,,,"1,2,4,5-Benzenetetracarboxylic acid, polymer with 1,4-benzenedicarboxylic acid, 1,2,4-benzenetricarboxylic acid, 2,2-bis(hydroxymethyl)-1,3-propanediol, 2-ethyl-2-(hydroxymethyl)-1,3-propanediol and 1,2-propanediol",,,XU,INACTIVE
40335,68134-48-5,68134485,,,"1,6-Naphthalenedisulfonic acid, sodium salt (1:2), polymer with formaldehyde and 3-methylphenol",,,XU,INACTIVE
40336,68134-49-6,68134496,,,"1,3-Benzenedicarboxylic acid, polymer with 1,4-benzenedicarboxylic acid, (2Z)-2-butenedioic acid, 2,5-furandione, 2,2'-oxybis[ethanol] and 1,2-propanediol",,,XU,INACTIVE
40337,68134-51-0,68134510,,,"Nonanedioic acid, polymer with 1,6-hexanediamine, (9Z,12Z)-9,12-octadecadienoic acid dimer and 2-oxepanone",,,XU,INACTIVE
40338,68134-52-1,68134521,,,"Ethanedioic acid, polymer with formaldehyde, 4,4'-(1-methylethylidene)bis[phenol] and (1,1,3,3-tetramethylbutyl)phenol",,,XU,INACTIVE
40339,68134-53-2,68134532,,,"Propanoic acid, 3-hydroxy-2-(hydroxymethyl)-2-methyl-, polymer with 5-amino-1,3,3-trimethylcyclohexanemethanamine, 1,1'-methylenebis[4-isocyanatocyclohexane] and 2-oxepanone",,,XU,INACTIVE
40340,68134-54-3,68134543,,,"9,11-Octadecadienoic acid, polymer with 2-(chloromethyl)oxirane, 2-ethyl-2-(hydroxymethyl)-1,3-propanediol and 4,4'-(1-methylethylidene)bis[phenol]",,,XU,INACTIVE
40341,68134-56-5,68134565,,,"2-Oxepanone, polymer with 2-(chloromethyl)oxirane, N1-(1,3-dimethylbutylidene)-N2-[2-[(1,3-dimethylbutylidene)amino]ethyl]-1,2-ethanediamine, 2-(methylamino)ethanol, 4,4'-(1-methylethylidene)bis[phenol] and 2,2'-oxybis[ethanol], acetate (salt)",,,XU,ACTIVE
40342,68134-57-6,68134576,,,"1,3-Benzenedicarboxylic acid, polymer with 2,2-dimethyl-1,3-propanediol, hexanedioic acid, 1,3-isobenzofurandione and 1,2-propanediol",,,XU,ACTIVE
40343,68134-58-7,68134587,,,"Benzenemethanaminium, N,N-dimethyl-3-sulfo-N-(3-sulfophenyl)-, inner salt, calcium salt (2:1)",,,,ACTIVE
40344,68134-59-8,68134598,,,"Formic acid, copper nickel salt (1:?:?)",,,,INACTIVE
40345,68134-60-1,68134601,,,"Spiro[12H-benzo[a]xanthene-12,1'(3'H)-isobenzofuran]-3'-one, 9-(diethylamino)-4-[(phenylmethyl)amino]-",,,,INACTIVE
40346,68134-61-2,68134612,,,"Spiro[isobenzofuran-1(3H),9'-[9H]xanthen]-3-one, 6'-(diethylamino)-2'-[[3-(trifluoromethyl)phenyl]amino]-",,,,ACTIVE
40347,68134-62-3,68134623,,,"1,2-Propanediol, 3,3'-oxybis-, polymer with 2-(chloromethyl)oxirane",,,XU,ACTIVE
40348,68134-63-4,68134634,,,"2-Butenoic acid, polymer with ethenyl acetate and .alpha.-hydro-.omega.-hydroxypoly(oxy-1,2-ethanediyl)",,,XU,INACTIVE
40349,68134-64-5,68134645,,,"7H-Benzimidazo[2,1-a]benz[de]isoquinolin-7-one, 3(or 4)-(phenylthio)-",,,,INACTIVE
40350,68134-65-6,68134656,,,"9,10-Anthracenedione, 1,5(or 1,8)-diamino-2-bromo-4,8(or 4,5)-dihydroxy-",,,,ACTIVE
40351,68134-66-7,68134667,,,"2-Propenoic acid, 2-methyl-, polymer with ethenylmethylbenzene, 2-ethylhexyl 2-propenoate and ethyl 2-propenoate",,,XU,INACTIVE
