ID,CASRN,casregno,UID,EXP,ChemName,DEF,UVCB,FLAG,ACTIVITY
55538,71873-62-6,71873626,,,"Cuprate(4-), [.mu.-[[2,2'-(1,2-ethenediyl)bis[5-[2-[3-(hydroxy-.kappa.O)-4-[2-[2-(hydroxy-.kappa.O)-5-sulfophenyl]diazenyl-.kappa.N1]phenyl]diazenyl]benzenesulfonato]](8-)]]di-, sodium (1:4)",,,,INACTIVE
55539,71873-63-7,71873637,,,"Cuprate(4-), [.mu.-[7-[2-[3,3'-di(hydroxy-.kappa.O)-4'-[2-[4-(hydroxy-.kappa.O)-2-sulfobenzo[a]phenazin-3-yl]diazenyl-.kappa.N1][1,1'-biphenyl]-4-yl]diazenyl-.kappa.N1]-8-(hydroxy-.kappa.O)-1,3,6-naphthalenetrisulfonato(8-)]]di-, sodium (1:4)",,,,ACTIVE
55540,71876-31-8,71876318,,,"9,10-Anthracenedione, 1-(dimethylamino)-4,8-dihydroxy-5-(methylamino)-",,,,INACTIVE
55541,71883-76-6,71883766,,,"Hexanedioic acid, polymer with 2,2-bis[(2-propen-1-yloxy)methyl]-1-butanol, 2,5-furandione and oxybis[propanol]",,,XU,INACTIVE
55542,71888-80-7,71888807,,,"1,3-Benzenedicarboxylic acid, polymer with 2,2-dimethyl-1,3-propanediol, 2-ethyl-2-(hydroxymethyl)-1,3-propanediol and hexanedioic acid, benzoate",,,XU,ACTIVE
55543,71888-81-8,71888818,,,"5-Isobenzofurancarboxylic acid, 1,3-dihydro-1,3-dioxo-, polymer with 2-(butoxymethyl)oxirane, 4,4'-(1-methylethylidene)bis[phenol] and 2,2'-[(1-methylethylidene)bis(4,1-phenyleneoxymethylene)]bis[oxirane], benzoate",,,XU,INACTIVE
55544,71888-82-9,71888829,,,"2,7-Naphthalenedisulfonic acid, 4-hydroxy-5-[2-[4-(phenylamino)-5-sulfo-1-naphthalenyl]diazenyl]-, compds. with N,N'-di(phenyl, tolyl and xylyl)guanidine (1:3)",,UVCB,,ACTIVE
55545,71888-83-0,71888830,,,"Molybdenum tungsten oxide, silica and sulfur contg.",,UVCB,,INACTIVE
55546,71888-84-1,71888841,,,"Boric acid (H3BO3), C12-15-alkyl esters",,UVCB,,INACTIVE
55547,71888-85-2,71888852,,,"Formaldehyde, reaction products with m-phenylenediamine",,UVCB,,INACTIVE
55548,71888-86-3,71888863,,,"1-Propene, trimer, epoxidized, oximized",,UVCB,,INACTIVE
55549,71888-87-4,71888874,,,"Cellulose, 2-hydroxyethyl ether, reaction products with glyoxal",,UVCB,XU,ACTIVE
55550,71888-88-5,71888885,,,"Guar gum, oxidized, 2-hydroxy-3-(trimethylammonio)propyl ether, chloride",,UVCB,XU,INACTIVE
55551,71888-89-6,71888896,,,"1,2-Benzenedicarboxylic acid, di-C6-8-branched alkyl esters, C7-rich",,UVCB,,ACTIVE
55552,71888-90-9,71888909,,,"1,2-Benzenedicarboxylic acid, mono-C6-8-branched alkyl esters",,UVCB,,INACTIVE
55553,71888-91-0,71888910,,,"Amines, C12-14-tert-alkyl, reaction products with O,O-di-C1-14-alkyl hydrogen phosphorodithioate",,UVCB,,ACTIVE
55554,71888-92-1,71888921,,,"Benzenesulfonic acid, 2,2'-(1,2-ethenediyl)bis[5-nitro-, reaction products with sodium 4-[2-(4-aminophenyl)diazenyl]benzenesulfonate (1:?), compds. with N,N'-bis(2-methylphenyl)guanidine",,UVCB,,INACTIVE
55555,71888-93-2,71888932,,,"Xanthylium, 9-(2-carboxyphenyl)-3,6-bis(diethylamino)-, 4-[2-(5-chloro-2-hydroxyphenyl)diazenyl]-2,4-dihydro-5-methyl-2-phenyl-3H-pyrazol-3-one 2,4-dihydro-4-[2-(2-hydroxy-5-nitrophenyl)diazenyl]-5-methyl-2-phenyl-3H-pyrazol-3-one 3-[2-[1-[[(2-ethylhexyl)amino]carbonyl]-2-oxopropyl]diazenyl]-2-hydroxy-5-nitrobenzoate cobaltate complexes",,UVCB,,ACTIVE
55556,71888-94-3,71888943,,,"6-Octenal, 3,7-dimethyl-, reaction products with 1H-indole",,UVCB,,INACTIVE
55557,71888-95-4,71888954,,,"Phenol, polymer with formaldehyde, triethylamine-modified",,UVCB,XU,ACTIVE
55558,71888-96-5,71888965,,,"Phosphoric acid, polymer with 2-aminoethanol, phosphinic acid-modified",,UVCB,XU,INACTIVE
55559,71888-97-6,71888976,,,"1-Propanamine, 3-(triethoxysilyl)-, hydrolysis products with silica",,UVCB,XU,ACTIVE
55560,71888-98-7,71888987,,,"2-Propenoic acid, 2-hydroxyethyl ester, reaction products with 2-mercaptoacetic acid and trimethylolpropane",,UVCB,,INACTIVE
55561,71888-99-8,71888998,,,"2-Propenoic acid, 2-methyl-, methyl ester, polymer with butyl 2-propenoate, ethenylbenzene, formaldehyde, 2-mercaptoethanol, 2-propenamide, 2-propenenitrile and 2-propenoic acid, Bu ether",,UVCB,XU,INACTIVE
55562,71889-00-4,71889004,,,"Silane, chlorodimethyloctyl-, hydrolysis products with chlorotrimethylsilane and silica",,UVCB,XU,ACTIVE
55563,71889-01-5,71889015,,,"Silane, chlorotrimethyl-, hydrolysis products with silica",,UVCB,,ACTIVE
55564,71889-02-6,71889026,,,"Silane, trichlorooctadecyl-, hydrolysis products with silica",,UVCB,,ACTIVE
55565,71889-03-7,71889037,,,"Cuprate(6-), [.mu.-[[2,2'-[(1,4-dioxo-2-butene-1,4-diyl)bis[imino(2-sulfo-4,1-phenylene)-2,1-ethenediyl(3-sulfo-4,1-phenylene)[4,5-dihydro-3-methyl-5-(oxo-.kappa.O)-1H-pyrazole-4,1-diyl]-2,1-diazenediyl-.kappa.N1]]bis[5-sulfobenzoato-.kappa.O]](10-)]]di-, sodium (1:6)",,,,INACTIVE
55566,71889-04-8,71889048,,,"Cuprate(4-), [4-[2-[4-[2-[4-[2-[4-[2-[3-(hydroxy-.kappa.O)-4-[2-[2-(hydroxy-.kappa.O)-5-sulfophenyl]diazenyl-.kappa.N1]phenyl]diazenyl]-2-sulfophenyl]ethenyl]-3-sulfophenyl]-2-oxidodiazenyl]phenyl]diazenyl]benzoato(6-)]-, sodium (1:4)",,,,INACTIVE
55567,71889-05-9,71889059,,,"Benzenemethanol, 4-amino-.alpha.-(4-amino-3,5-dimethylphenyl)-.alpha.-(2,6-dichlorophenyl)-3,5-dimethyl-, ester with boric acid (H3BO3) (1:1)",,,,INACTIVE
55568,71889-06-0,71889060,,,"Benzenesulfonic acid, [[3-[[4-(cyclohexylamino)-9,10-dihydro-9,10-dioxo-1-anthracenyl]amino]-1-oxopropyl]amino]-, sodium salt (1:1)",,,,INACTIVE
55569,71889-07-1,71889071,,,"Phosphoro(dithioperoxo)thioic acid, O,O-bis(2-ethylhexyl) SS-(trichloromethyl) ester",,,,INACTIVE
55570,71889-08-2,71889082,,,"Phosphonic acid, dinonadecyl ester",,,,INACTIVE
55571,71889-09-3,71889093,,,"Phosphonic acid, diheptadecyl ester",,,,INACTIVE
55572,71889-10-6,71889106,,,"Phosphorodithioic acid, O,O-dibutyl ester, compd. with N,N-dimethyl-1-dodecanamine (1:1)",,,,ACTIVE
55573,71889-11-7,71889117,,,"Propanamide, N-[2-[2-(2-bromo-4,6-dinitrophenyl)diazenyl]-5-(diethylamino)-4-(2-methoxyethoxy)phenyl]-",,,,INACTIVE
55574,71889-12-8,71889128,,,"Acetamide, N-[2-[2-(2-bromo-4,6-dinitrophenyl)diazenyl]-5-(diethylamino)-4-(2-methoxyethoxy)phenyl]-",,,,INACTIVE
55575,71889-13-9,71889139,,,"2,7-Naphthalenedisulfonic acid, 4-amino-5-hydroxy-6-[2-(3-nitrophenyl)diazenyl]-3-[2-[4-[[2-(sulfooxy)ethyl]sulfonyl]phenyl]diazenyl]-, sodium salt (1:3)",,,,INACTIVE
55576,71889-14-0,71889140,,,"Phenol, 2-cyclohexyl-4-(1,1-dimethylpropyl)-",,,,INACTIVE
55577,71889-15-1,71889151,,,"Phenol, 4-(1,1-dimethylethyl)-2-methyl-6-(1,1,3,3-tetramethylbutyl)-",,,,INACTIVE
55578,71889-17-3,71889173,,,"1,3-Benzenedicarboxylic acid, polymer with 2,2-dimethyl-1,3-propanediol, 2-ethyl-2-(hydroxymethyl)-1,3-propanediol, hexanedioic acid, 3-hydroxy-2-(hydroxymethyl)-2-methylpropanoic acid and 1,1'-methylenebis[4-isocyanatocyclohexane]",,,XU,INACTIVE
55579,71889-18-4,71889184,,,"1,3-Benzenedicarboxylic acid, polymer with 2,2-dimethyl-1,3-propanediol, 2-ethyl-2-(hydroxymethyl)-1,3-propanediol, hexanedioic acid, 3-hydroxy-2-(hydroxymethyl)-2-methylpropanoic acid and 1,1'-methylenebis[4-isocyanatocyclohexane], compd. with 2-(dimethylamino)ethanol",,,XU,INACTIVE
55580,71889-19-5,71889195,,,"2-Propenoic acid, 2-ethylhexyl ester, polymer with ethenyl acetate, 1,1'-[2-ethyl-2-[[(1-oxo-2-propen-1-yl)oxy]methyl]-1,3-propanediyl] di-2-propenoate and methyl 2-propenoate",,,XU,INACTIVE
55581,71889-20-8,71889208,,,"Nickel, [N-(4-chlorophenyl)-3-[2-[[1-(4-chlorophenyl)-4,5-dihydro-3-methyl-5-(oxo-.kappa.O)-1H-pyrazol-4-yl]methylene]hydrazinylidene-.kappa.N2]-.alpha.-cyano-1H-isoindole-3-acetamidato(2-)-.kappa.N2,.kappa.O3]-",,,,INACTIVE
55582,71889-21-9,71889219,,,"Chromate(3-), bis[4-[2-[4,5-dihydro-3-methyl-5-(oxo-.kappa.O)-1-phenyl-1H-pyrazol-4-yl]diazenyl-.kappa.N1]-3-(hydroxy-.kappa.O)-1-naphthalenesulfonato(3-)]-, hydrogen, compd. with 1,6-hexanediamine (1:3:1)",,,,INACTIVE
55583,71889-22-0,71889220,,,"Nickel, [.mu.-(piperazine-.kappa.N1:.kappa.N4)]bis[3-[1-[2-(4,5,6,7-tetrachloro-1-oxo-1H-isoindol-3-yl-.kappa.N)hydrazinylidene-.kappa.N1]ethyl]-2,4(1H,3H)-quinolinedionato(2-)-.kappa.O4]di-",,,,INACTIVE
55584,71902-01-7,71902017,,,"Sorbitan, isooctadecanoate",,,,ACTIVE
55585,71902-20-0,71902200,,,"Carbamodithioic acid, N,N-dipentyl-, compd. with N-pentyl-1-pentanamine (1:1)",,,PMN,ACTIVE
55586,71902-22-2,71902222,,,"2-Propenoic acid, 2-methyl-, butyl ester, polymer with ethenylbenzene, 2-ethylhexyl 2-propenoate, 2-hydroxypropyl 2-propenoate, methyl 2-methyl-2-propenoate, 2-methyl-2-[(1-oxo-2-propen-1-yl)amino]-1-propanesulfonic acid, octadecyl 2-methyl-2-propenoate and 2-propenoic acid, compd. with 2-amino-2-methyl-1-propanol and 4-ethylmorpholine",,,XU,INACTIVE
55587,71902-23-3,71902233,,,"Hexanoic acid, 6-[(1-oxoisononyl)amino]-",,,,ACTIVE
55588,71902-24-4,71902244,,,"Phenol, cyclohexyl-3(or 4)-methyl-",,,,INACTIVE
55589,71902-25-5,71902255,,,"Phenol, octenylated",,UVCB,,INACTIVE
55590,71902-26-6,71902266,,,"Phenol, cyclohexyl-2-methyl-",,,,INACTIVE
55591,71902-27-7,71902277,,,"Phenol, 2,4(or 2,6)-di-sec-pentyl-",,,,INACTIVE
55592,71902-28-8,71902288,,,"Chromate(1-), bis[2-chloro-4-[2-[4,5-dihydro-3-methyl-5-(oxo-.kappa.O)-1-phenyl-1H-pyrazol-4-yl]diazenyl-.kappa.N1]-5-(hydroxy-.kappa.O)benzenesulfonamidato(2-)]-, hydrogen, compd. with 1,6-hexanediamine (1:1:1)",,,,INACTIVE
55593,71918-54-2,71918542,,,"Hexaneperoxoic acid, 3,5,5-trimethyl-",,,PMN,ACTIVE
55594,71926-14-2,71926142,,,"Poly[oxy(methyl-1,2-ethanediyl)], .alpha.-(1-oxo-2-propen-1-yl)-.omega.-phenoxy-",,,XU,INACTIVE
55595,71926-19-7,71926197,,,"Poly[oxy(methyl-1,2-ethanediyl)], .alpha.-(1-oxo-2-propen-1-yl)-.omega.-(nonylphenoxy)-",,,XU,ACTIVE
55596,71927-89-4,71927894,,,"Benzenesulfonic acid, 2(or 5)-butyl-5(or 2)-[[4-[(4-butylsulfophenyl)amino]-9,10-dihydro-5,8-dihydroxy-9,10-dioxo-1-anthracenyl]amino]-, sodium salt (1:2)",,,,ACTIVE
55597,71929-30-1,71929301,,,"2-Propenoic acid, 2-methyl-, butyl ester, polymer with butyl 2-propenoate, ethenylbenzene, methyl 2-methyl-2-propenoate, 1,2-propanediol mono-2-propenoate and 2-propenoic acid, compd. with 2-amino-2-methyl-1-propanol and 4-ethylmorpholine",,,XU,INACTIVE
55598,71929-32-3,71929323,,,"Hexanedioic acid, polymer with 2,2-dimethyl-1,3-propanediol, 1,6-hexanediol, .alpha.-hydro-.omega.-hydroxypoly(oxy-1,4-butanediyl), 3-hydroxy-2-(hydroxymethyl)-2-methylpropanoic acid, 1,1'-methylenebis[4-isocyanatocyclohexane] and 2-oxepanone, compd. with 2-(dimethylamino)ethanol",,,XU,ACTIVE
55599,71938-72-2,71938722,,,"1,3-Hexanediol, 2-ethyl-, polymer with 1,6-diisocyanatohexane",,,PMN; XU,ACTIVE
55600,71949-28-5,71949285,,,"Copper, [29H,31H-phthalocyaninato(2-)-.kappa.N29,.kappa.N30,.kappa.N31,.kappa.N32]-, sulfonated, sodium salts",,UVCB,,INACTIVE
55601,71949-29-6,71949296,,,"1,2-Ethanediol, cyclic C7-11 dicarboxylates",,UVCB,,INACTIVE
55602,71949-30-9,71949309,,,"2-Propenoic acid, 1,1'-[2-(hydroxymethyl)-2-[[(1-oxo-2-propen-1-yl)oxy]methyl]-1,3-propanediyl] ester, reaction products with antimonic acid (H3SbO3) tri-Bu ester",,UVCB,,INACTIVE
55603,71949-31-0,71949310,,,"Coal, carboxylated","The oxidation product obtained from the reaction of coal with nitric acid.  Composed primarily of complex organic acids, carbon and ash.  The nature and proportion will vary with the characteristics of the coal used which may range from bituminous to lignite.",UVCB,,INACTIVE
55604,71949-32-1,71949321,,,"Benzenesulfonic acid, 4-amino-, diazotized, coupled with C.I. Natural Yellow 11","This substance is a reaction product of diazotized aminobenzenesulfonic acid with the substances identified in the COLOUR INDEX by Colour Index Constitution Numbers, C.I. 75240 and 75660.",UVCB,,ACTIVE
55605,71949-33-2,71949332,,,"Oils, bergamot, terpene-free",,UVCB,,ACTIVE
55606,71949-34-3,71949343,,,"Soybean oil, polymer with isophthalic acid, maleic anhydride, pentaerythritol and trimethylolpropane",,UVCB,XU,ACTIVE
55607,71962-07-7,71962077,,,"Cuprate(1-), [C,C-bis(aminosulfonyl)-29H,31H-phthalocyanine-C-sulfonato(3-)-.kappa.N29,.kappa.N30,.kappa.N31,.kappa.N32]-, sodium, sodium salt (1:1:2)",,,,INACTIVE
55608,71965-16-7,71965167,,,"1-Tridecanol, titanium(4+) salt (4:1)",,,PMN,INACTIVE
55609,71965-23-6,71965236,,,"Oxirane, 2-methyl-, polymer with oxirane, mono(dihydrogen phosphate), tridecyl ether",,,XU,ACTIVE
55610,71965-24-7,71965247,,,"Oxirane, 2-methyl-, polymer with oxirane, mono(dihydrogen phosphate), tridecyl ether, dipotassium salt",,,XU,ACTIVE
55611,71965-25-8,71965258,,,"Phenol, 2-methyl(1,7,7-trimethylbicyclo[2.2.1]heptyl)-",,,,INACTIVE
55612,71965-26-9,71965269,,,"Cyclohexanol, 2-methyl(1,7,7-trimethylbicyclo[2.2.1]heptyl)-",,,,INACTIVE
55613,71965-27-0,71965270,,,"Fatty acids, linseed-oil, polymers with adipic acid, allyl alc., benzoic acid, maleic anhydride and styrene, ammonium salts",,UVCB,XU,INACTIVE
55614,71965-28-1,71965281,,,"Fatty acids, linseed-oil, polymers with adipic acid, allyl alc., benzoic acid, maleic anhydride and styrene, compds. with 2-(dimethylamino)ethanol",,UVCB,XU,ACTIVE
55615,71965-29-2,71965292,,,"Fatty acids, linseed-oil, polymers with adipic acid, allyl alc., benzoic acid, maleic anhydride and styrene, compds. with triethylamine",,UVCB,XU,INACTIVE
55616,71965-30-5,71965305,,,"Fatty acids, linseed-oil, polymers with benzoic acid, bisphenol A, epichlorohydrin and maleic anhydride, compds. with 2-(dimethylamino)ethanol",,UVCB,XU,INACTIVE
55617,71965-31-6,71965316,,,"Fatty acids, linseed-oil, polymers with benzoic acid, bisphenol A, epichlorohydrin and maleic anhydride, compds. with triethylamine",,UVCB,XU,INACTIVE
55618,71965-32-7,71965327,,,"Fatty acids, tall-oil, polymers with adipic acid, 1,6-hexanediol, 3-hydroxy-2-(hydroxymethyl)-2-methylpropanoic acid, 1,1'-methylenebis[4-isocyanatocyclohexane], polypropylene glycol and trimethylolpropane, compds. with 2-(dimethylamino)ethanol",,UVCB,XU,INACTIVE
55619,71965-33-8,71965338,,,"Fatty acids, tall-oil, polymers with adipic acid, 3-hydroxy-2-(hydroxymethyl)-2-methylpropanoic acid, 1,1'-methylenebis[4-isocyanatocyclohexane], neopentyl glycol, polypropylene glycol and trimethylolpropane, compds. with 2-(dimethylamino)ethanol",,UVCB,XU,INACTIVE
55620,71965-34-9,71965349,,,"Fatty acids, tall-oil, polymers with adipic acid, 3-hydroxy-2-(hydroxymethyl)-2-methylpropanoic acid, 1,1'-methylenebis[4-isocyanatocyclohexane], polypropylene glycol and trimethylolpropane, compds. with 2-(dimethylamino)ethanol",,UVCB,XU,INACTIVE
55621,71965-35-0,71965350,,,"Fatty acids, tall-oil, polymers with adipic acid, 3-hydroxy-2-(hydroxymethyl)-2-methylpropanoic acid, neopentyl glycol, polypropylene glycol, TDI and trimethylolpropane, compds. with 2-(dimethylamino)ethanol",,UVCB,XU,INACTIVE
55622,71965-36-1,71965361,,,"Fatty acids, tall-oil, polymers with p-tert-butylphenol, formaldehyde, glycerol, isophthalic acid, pentaerythritol and phenol",,UVCB,XU,INACTIVE
55623,71965-37-2,71965372,,,"Petroleum resins, polymers with isophthalic acid, pentaerythritol and tall oil",,UVCB,XU,INACTIVE
55624,71965-39-4,71965394,,,"Soybean oil, polymer with tert-butylphenol, formaldehyde and phenol",,UVCB,XU,INACTIVE
55625,71965-40-7,71965407,,,"Tall oil, polymer with formaldehyde, glycerol, pentaerythritol and phthalic anhydride",,UVCB,XU,INACTIVE
55626,71977-49-6,71977496,,,"Benzaldehyde, 4-hexyl-, 2-[(4-propylphenyl)methylene]hydrazone",,,,INACTIVE
55627,71977-87-2,71977872,,,"2-Propenoic acid, 2-methyl-, 2-oxiranylmethyl ester, polymer with 1-chloro-3-ethenylbenzene",,,XU,INACTIVE
55628,71982-66-6,71982666,,,"Propanoic acid, 3-(tetradecylthio)-, 1,1'-[thiobis[2-(1,1-dimethylethyl)-5-methyl-4,1-phenylene]] ester",,,PMN,ACTIVE
55629,71990-21-1,71990211,,,"Ferrate(3-), tris[4-[4,5-dihydro-4-[2-(2-hydroxy-5-nitrophenyl)diazenyl]-3-methyl-5-oxo-1H-pyrazol-1-yl]benzenesulfonato(2-)]di-, hydrogen (1:3)",,,,INACTIVE
55630,71990-22-2,71990222,,,"Fatty acids, butter, Et esters",,UVCB,,ACTIVE
55631,71990-23-3,71990233,,,"Labdanum, potassium salt",,UVCB,,INACTIVE
55632,71990-24-4,71990244,,,"Lanolin, wax, ethoxylated",,UVCB,XU,INACTIVE
55633,71990-25-5,71990255,,,"Lanolin, wax, propoxylated",,UVCB,XU,ACTIVE
55634,71990-26-6,71990266,,,"Oils, Eriocephalus africanus","Extractives and their physically modified derivatives.  Eriocephalus africanus, Compositae.",UVCB,,INACTIVE
55635,72007-81-9,72007819,,,"Benzenepropanol, .alpha.-ethyl-.alpha.-methyl-, 1-acetate",,,,INACTIVE
55636,72009-86-0,72009860,,,"Poly(oxy-1,2-ethanediyl), .alpha.-(1-oxo-2-propen-1-yl)-.omega.-([1,1'-biphenyl]-2-yloxy)-",,,PMN; S,ACTIVE
55637,72010-26-5,72010265,,,"Benzaldehyde, 4-pentyl-, 2-[(4-propylphenyl)methylene]hydrazone",,,,INACTIVE
55638,72010-27-6,72010276,,,"Benzaldehyde, 4-butyl-, 2-[(4-hexylphenyl)methylene]hydrazone",,,,INACTIVE
55639,72010-28-7,72010287,,,"Benzaldehyde, 4-methyl-, 2-[(4-octylphenyl)methylene]hydrazone",,,,INACTIVE
55640,72010-29-8,72010298,,,"Benzaldehyde, 4-octyl-, 2-[(4-propylphenyl)methylene]hydrazone",,,,INACTIVE
55641,72010-87-8,72010878,,,"Acetamide, N-[5-[bis(2-butoxyethyl)amino]-2-[2-(5-nitro-2-thiazolyl)diazenyl]phenyl]-",,,,INACTIVE
55642,72017-66-4,72017664,,,"Chromate(2-), [4-[2-[5-chloro-2-(hydroxy-.kappa.O)-3-nitrophenyl]diazenyl-.kappa.N1]-2,4-dihydro-5-methyl-2-phenyl-3H-pyrazol-3-onato(2-)-.kappa.O3][3-[2-[1-(3-chlorophenyl)-4,5-dihydro-3-methyl-5-(oxo-.kappa.O)-1H-pyrazol-4-yl]diazenyl-.kappa.N1]-4-(hydroxy-.kappa.O)-5-nitrobenzenesulfonato(3-)]-, sodium (1:2)",,,,ACTIVE
55643,72017-86-8,72017868,,,"Benzenamine, 4-(1-methyl-1-phenylethyl)-N-phenyl-",,,,ACTIVE
55644,72017-87-9,72017879,,,"Zirconium, oxobis(thiocyanato-.kappa.S)-",,,,INACTIVE
55645,72017-88-0,72017880,,,"Hafnium, oxobis(thiocyanato-.kappa.S)-",,,,INACTIVE
55646,72017-89-1,72017891,,,"2,7-Naphthalenedisulfonic acid, 3,3'-[1,2-diazenediylbis(4,1-phenylene-2,1-diazenediyl)]bis[5-amino-4-hydroxy-, sodium salt (1:4)",,,,INACTIVE
55647,72017-90-4,72017904,,,"Benzenamine, 4-[2-(4-aminophenyl)diazenyl]-2-methoxy-",,,,INACTIVE
55648,72017-91-5,72017915,,,"2,7-Naphthalenedisulfonic acid, 5-amino-3-[2-[4-[2-[4-[2-(8-amino-1-hydroxy-3,6-disulfo-2-naphthalenyl)diazenyl]-3-methoxyphenyl]diazenyl]phenyl]diazenyl]-4-hydroxy-, sodium salt (1:4)",,,,INACTIVE
55649,72017-93-7,72017937,,,"Propanoic acid, 3-mercapto-, polymer with N1-(2-aminoethyl)-1,2-ethanediamine, 2-(chloromethyl)oxirane, .alpha.-hydro-.omega.-hydroxypoly(oxy-1,4-butanediyl), 2-(methylamino)ethanol and 4,4'-(1-methylethylidene)bis[phenol], 2-hydroxyacetate (salt)",,,XU,INACTIVE
55650,72017-94-8,72017948,,,"Propanoic acid, 2-hydroxy-, compd. with N1-(2-aminoethyl)-1,2-ethanediamine polymer with 2-(chloromethyl)oxirane, .alpha.-hydro-.omega.-hydroxypoly(oxy-1,4-butanediyl), 3-mercaptopropanoic acid, 2-(methylamino)ethanol and 4,4'-(1-methylethylidene)bis[phenol]",,,XU,INACTIVE
55651,72017-96-0,72017960,,,"Phenol, 4,4'-(1-methylethylidene)bis-, polymer with N1-(2-aminoethyl)-1,2-ethanediamine, 2-(chloromethyl)oxirane, 2-(methylamino)ethanol and .alpha.,.alpha.'-[(1-methylethylidene)di-4,1-phenylene]bis[.omega.-hydroxypoly(oxy-1,2-ethanediyl)], acetate (salt)",,,XU,ACTIVE
55652,72017-97-1,72017971,,,"1,3-Isobenzofurandione, polymer with 2,2-bis[(2-propen-1-yloxy)methyl]-1-butanol and 2-methyloxirane",,,XU,INACTIVE
55653,72017-98-2,72017982,,,"Hexanedioic acid, polymer with 1,1'-[(1-methylethylidene)bis(4,1-phenyleneoxy)]bis[2-propanol] and 1,2-propanediol",,,XU,INACTIVE
55654,72018-00-9,72018009,,,"5-Isobenzofurancarboxylic acid, 1,3-dihydro-1,3-dioxo-, polymer with 2,2-dimethyl-1,3-propanediol, 2,5-furandione, 1,1'-[(1-methylethylidene)bis(4,1-phenyleneoxy)]bis[2-propanol] and 1,2-propanediol, ammonium salt",,,XU,INACTIVE
55655,72018-01-0,72018010,,,"1,3-Benzenedicarboxylic acid, polymer with 2,2-dimethyl-1,3-propanediol, hexanedioic acid and 2,2,4-trimethyl-1,3-pentanediol",,,XU,ACTIVE
55656,72018-02-1,72018021,,,"2-Propenoic acid, 2-methyl-, methyl ester, polymer with 1,2-dihydro-3H-1,2,4-triazole-3-thione, 2-ethylhexyl 2-propenoate and 2-oxiranylmethyl 2-methyl-2-propenoate",,,XU,INACTIVE
55657,72018-03-2,72018032,,,"1,3,2-Dioxaphosphorinane, 2,2'-[butylidenebis[[2-(1,1-dimethylethyl)-5-methyl-4,1-phenylene]oxy]]bis[5,5-dimethyl-",,,,INACTIVE
55658,72018-04-3,72018043,,,"1,3,2-Dioxaphosphorinane, 5,5-dimethyl-2-(2,4,6-trimethylphenoxy)-",,,,INACTIVE
55659,72018-05-4,72018054,,,"L-Homoserine, O-[3,5-dihydroxy-4-[3-(3-hydroxy-4-methoxyphenyl)-1-oxopropyl]phenyl]-, hydrochloride (1:1)",,,,INACTIVE
55660,72018-06-5,72018065,,,"Benzenepropanoic acid, 2,5-dimethoxy-, ethyl ester",,,,INACTIVE
55661,72018-07-6,72018076,,,"Benzenepropanol, 2,5-dimethoxy-, 1-(4-methylbenzenesulfonate)",,,,INACTIVE
55662,72018-08-7,72018087,,,"Propanedioic acid, 2-[(2,5-dimethoxyphenyl)methyl]-",,,,INACTIVE
55663,72018-09-8,72018098,,,"1,3,2-Dioxaphosphorinane, 5,5-dimethyl-2-(2,4,6-trimethylphenoxy)-, 2-oxide",,,,INACTIVE
55664,72018-10-1,72018101,,,"Propanoic acid, 3-hydroxy-2-(hydroxymethyl)-2-methyl-, polymer with 2-oxepanone",,,XU,ACTIVE
55665,72018-11-2,72018112,,,"2-Oxepanone, polymer with 2,2,4-trimethyl-1,3-pentanediol",,,XU,INACTIVE
55666,72018-12-3,72018123,,,"Formamide, N-ethenyl-, homopolymer",,,XU,ACTIVE
55667,72018-13-4,72018134,,,"Ethenesulfonic acid, sodium salt (1:1), polymer with N-ethenylformamide",,,XU,INACTIVE
55668,72018-14-5,72018145,,,"2,5-Furandione, polymer with 2-ethyl-2-(hydroxymethyl)-1,3-propanediol and 3a,4,7,7a-tetrahydro-4,7-methano-1H-indene",,,XU,INACTIVE
55669,72018-15-6,72018156,,,"2-Propenoic acid, 2-methyl-, 2-hydroxyethyl ester, polymer with 2-hydroxyethyl 2-propenoate, methyl 2-methyl-2-propenoate and 2-propenoic acid",,,XU,INACTIVE
55670,72018-16-7,72018167,,,"2,5-Furandione, polymer with 2,2-dimethyl-1,3-propanediol and 3a,4,7,7a-tetrahydro-4,7-methano-1H-indene",,,XU,INACTIVE
55671,72018-17-8,72018178,,,"Formaldehyde, polymer with .alpha.,.alpha.',.alpha.''-1,2,3-propanetriyltris[.omega.-hydroxypoly(oxy-1,2-ethanediyl)]",,,XU,INACTIVE
55672,72018-18-9,72018189,,,"Octadecanoic acid, compd. with 1,1'-[[3-(dimethylamino)propyl]imino]bis[2-propanol] (1:1)",,,,INACTIVE
55673,72018-19-0,72018190,,,"9-Octadecenoic acid (9Z)-, compd. with 1,1'-[[3-(dimethylamino)propyl]imino]bis[2-propanol] (2:1)",,,,INACTIVE
55674,72018-20-3,72018203,,,"9-Octadecenoic acid (9Z)-, compd. with 1,1'-[[3-(dimethylamino)propyl]imino]bis[2-propanol] (1:1)",,,,INACTIVE
55675,72018-21-4,72018214,,,"1-Eicosanol, 1-(hydrogen sulfate), ammonium salt (1:1)",,,,ACTIVE
55676,72018-22-5,72018225,,,"1-Eicosanol, 1-(hydrogen sulfate), magnesium salt (2:1)",,,,INACTIVE
55677,72018-23-6,72018236,,,"1-Docosanol, 1-(hydrogen sulfate), magnesium salt (2:1)",,,,INACTIVE
